avgWs,stnId,sumRn,sumRnDur,maxWs,minTa,ddMefs,avgTa,avgRhm,ddMes,tm,maxTa,maxInsWs
4.4,135,0,,7.1,-6.1,,-3.2,60.5,,1/1/2019,-0.7,13.2
2.2,136,,,7,-10.2,,-4,56.9,,1/1/2019,1.9,11.3
2.9,137,,,6.1,-4.3,,-1.8,54.1,,1/1/2019,1.2,10.9
3.5,138,,,6,-2.2,,0,47.5,,1/1/2019,4.2,9.2
1,140,1.5,,2.9,-2.8,,-1.3,80.1,,1/1/2019,1.2,4.2
3.8,143,,,6.9,-3,,-0.6,49.3,,1/1/2019,3.4,12
1.3,146,0,7.87,4.5,-3.4,0.1,-1.1,77.4,0.1,1/1/2019,2.6,6.6
3.4,152,,,6.2,-2.5,,0.1,45.1,,1/1/2019,4.1,10.2
2.5,155,,,6.1,-3,,0,47.1,,1/1/2019,5.1,11.1
1.2,156,0,4.23,4.2,-2.3,,0,65.3,,1/1/2019,2.4,10.6
4.2,159,,,7.1,-1.9,,1,41.9,,1/1/2019,5.5,12.5
3.4,162,,,6.5,-2,,1.5,47.5,,1/1/2019,6.2,10
5.7,165,,,10.7,-0.4,,1.5,65.5,,1/1/2019,4,15.3
5.9,168,,,9.6,-0.4,,1.6,56.1,,1/1/2019,5.6,18.8
8.2,169,0,2.1,12.6,1.5,,3,65.3,,1/1/2019,5,17.9
3.9,170,0,,7.4,0.2,,2.4,60.8,,1/1/2019,4.9,12.9
3.1,172,0.4,,8.5,-3.4,,-0.6,75,,1/1/2019,1.8,11.7
3.8,174,0,,6.3,-2.8,,-0.4,71.4,,1/1/2019,3.2,11.3
1,177,0,5,3,-5.1,,-2,67.1,,1/1/2019,0.9,6.4
5.3,184,0,2.58,7.6,4.8,,5.6,61.1,,1/1/2019,7,13.6
11.5,185,0,,15,4.4,,5.1,64.8,,1/1/2019,6.2,19.7
2.8,188,0.2,,5.3,3.6,,4.6,61.3,,1/1/2019,6.1,10
1.7,189,,,4.1,3.8,,5.1,62.1,,1/1/2019,7,9.6
0.9,192,,,3.9,-7.6,,-1.3,50.4,,1/1/2019,6.3,7.2
1.9,201,,,5.3,-11.2,,-6.1,63.5,,1/1/2019,0.1,8.1
1.5,202,,,4.8,-13.1,,-6.2,54,,1/1/2019,-0.3,9.4
1.3,203,,,4.5,-13.2,,-6.1,58.4,,1/1/2019,1.2,7.9
1.7,211,,,5.4,-14.3,,-7.6,58.6,,1/1/2019,-1.1,8.3
1,212,,,4,-14.4,,-7.8,63.5,,1/1/2019,0.2,6.1
1.6,216,,,3.9,-11.4,,-7.1,46.9,,1/1/2019,-2.2,9.6
2.4,217,,,9.3,-12.8,,-6.6,54.6,,1/1/2019,0.5,11.8
1.7,221,,,5.5,-14.3,,-7.6,65,,1/1/2019,-0.2,9.2
1.9,226,0,,4.7,-8.2,,-3.2,66,,1/1/2019,0.1,7.5
1.3,232,0,,3.6,-9.7,,-4.1,65,,1/1/2019,0.6,7.1
1.2,235,1.9,,3,-2.8,,-1.2,71.1,,1/1/2019,0.2,6.1
0.9,236,0,,3.5,-5.8,,-2.7,77.9,,1/1/2019,1,6.3
1.3,238,0,,3.9,-8.1,,-4.1,67.3,,1/1/2019,0.2,7.2
1.4,243,0.1,,4.8,-2.2,,-0.4,70,,1/1/2019,2.2,7.8
1.4,244,0.5,,4,-7.9,,-2.5,70.8,,1/1/2019,2.1,8.9
1.5,245,0.3,,5.1,-3.7,,-1,85.8,,1/1/2019,1.7,8.6
1.1,247,0.7,,4,-7.5,,-1.8,65.4,,1/1/2019,2.2,5.5
2.3,248,0.2,,5,-9.9,,-3.5,68.6,,1/1/2019,0.4,9.4
1.6,251,0,,5.6,-3.6,,-0.8,69,,1/1/2019,1.9,9.1
2.8,252,,,6.3,-3.5,,-0.5,68.8,,1/1/2019,2.8,11.3
4.1,253,,,6.9,-3.2,,0.3,47.8,,1/1/2019,5.8,9.9
1.6,254,0.1,,4.3,-6.1,,-1.8,73.6,,1/1/2019,2.9,7.1
2.3,255,,,4.2,-3.3,,0.1,47.6,,1/1/2019,5.3,8.1
2.5,257,,,5.3,-1.7,,1.5,43.8,,1/1/2019,5.7,11.3
4.8,258,,,8.6,-1.7,,1.1,62.6,,1/1/2019,4.1,11.9
3.3,259,0.1,,6,-1.2,,1.4,60.3,,1/1/2019,3.9,14.5
3,260,0.2,,5.5,-2.8,,1.1,64.6,,1/1/2019,3.4,11.1
2.4,261,0,,6.9,-3.5,,0.3,65.4,,1/1/2019,3.8,12.6
3.1,262,0.1,,7.1,-1.7,,0.8,62.6,,1/1/2019,3.4,10.2
1.8,263,,,7.2,-8.2,,-1.2,56.6,,1/1/2019,6.8,8.9
3.2,264,0,,6,-2,,-0.3,66.6,,1/1/2019,2.9,11.5
2.5,266,0,,6.8,-1.9,,1,50.3,,1/1/2019,6,8.7
3.9,268,,,7.1,0.1,,2.7,61.4,,1/1/2019,4.8,10.1
2.2,271,,,5.1,-12.8,,-5.7,51.6,,1/1/2019,0.4,9.5
5.5,272,,,9.6,-6.1,,-3.7,52.5,,1/1/2019,-1.3,13.7
3.3,273,0,,6.7,-5.6,,-2.7,49.4,,1/1/2019,0.5,10.7
2.5,276,,,7.3,-10.9,,-4.8,58.6,,1/1/2019,1.1,9.4
3.8,277,,,7.1,-3.7,,-1.3,42.1,,1/1/2019,3,13.4
1.8,278,,,5.6,-12.3,,-4.8,57.8,,1/1/2019,3.3,10.9
1.8,279,0,,3.5,-3.8,,-0.8,60.1,,1/1/2019,2.4,8.5
3.6,281,,,6.9,-3.9,,-1.1,48.9,,1/1/2019,3.8,11.7
4,283,,,8,-2.8,,-0.5,51.6,,1/1/2019,3.9,12.2
1.8,284,0,,5.3,-10.2,,-3.2,62.6,,1/1/2019,2.8,10.5
1.3,285,0,,4.2,-8.2,,-1.7,51.6,,1/1/2019,4.6,7.9
1.4,288,,,5.5,-6.9,,-1.1,48.4,,1/1/2019,4.9,9.1
4.8,289,,,8.3,-2.7,,0.2,54,,1/1/2019,3,13.1
2.4,294,,,4.1,-0.9,,2.1,44.1,,1/1/2019,6.5,7.7
1.4,295,,,3.7,-4.4,,0.9,54.6,,1/1/2019,6,7.1
1.2,90,,,3.5,-6.3,,-1.4,20.9,,1/2/2019,4.5,6.8
0.7,93,,,2.4,-14.9,,-8.3,55.1,,1/2/2019,1.2,3.3
0.6,95,,,3.2,-16.6,,-9.5,59,,1/2/2019,-0.6,5.5
1,98,,,3.7,-13,,-6.7,46.1,,1/2/2019,1.6,5
0.4,99,,,2.7,-16.1,,-8.4,63.8,,1/2/2019,0.4,4.1
4,100,,,6.2,-14,,-9.1,47,,1/2/2019,-2.6,8
0.9,101,,,3.1,-13.9,,-7.5,60.8,,1/2/2019,1.4,6.1
6.4,102,,,8.4,-2.8,,-1.5,56.3,,1/2/2019,-0.7,12.3
1.8,104,,,3.5,-5.8,,-1.4,24.6,,1/2/2019,5.1,5.1
3.6,105,,,5.6,-3.4,,0,21,,1/2/2019,6.3,10.3
2.4,106,,,4.6,-4.1,,0.2,22,,1/2/2019,4.9,9.2
1.7,108,,,3.6,-8.8,,-4.9,42.8,,1/2/2019,0.2,6.7
2.2,112,,,4.8,-6.4,,-3.9,48.8,,1/2/2019,0,6.5
0.6,114,,,2.4,-11,,-5.7,53,,1/2/2019,0.1,4.6
1.8,115,0,3.8,4.6,0.3,0,1.9,50,11.6,1/2/2019,4.4,8.8
1.1,119,,,3.7,-10.7,,-5.3,61.1,,1/2/2019,1.5,5.3
0.8,121,,,3.7,-12.1,,-6,58.3,,1/2/2019,0.7,5.5
1.1,127,,,3,-12.2,,-6.6,57.9,,1/2/2019,0.7,5
1.4,129,,,5,-8.7,,-4.7,72,,1/2/2019,1.1,7.2
2.8,130,,,4.5,-4.1,,-0.1,29,,1/2/2019,6.7,8.2
1.4,131,,,3.8,-7.2,,-3.1,51.4,,1/2/2019,1.5,6
1.2,133,,,3.8,-8.4,,-3.3,64.1,0,1/2/2019,2.9,6.5
4.5,135,,,8.1,-6,,-3.2,49.3,,1/2/2019,0.7,12.3
2.1,136,,,5.1,-9,,-3,43.8,,1/2/2019,2.8,9
3,137,,,5.3,-5.4,,-2.1,39.9,,1/2/2019,2.4,9
3.2,138,,,7.5,-3.4,,0.6,38.8,,1/2/2019,6.5,9.4
1.7,140,,,6.2,-5.6,,-1.8,71.8,,1/2/2019,2.8,9.2
2.7,143,,,5.5,-4.2,,-0.5,39.3,,1/2/2019,4.2,8.3
1.4,146,,,3.9,-5.2,,-1.6,71.6,0.1,1/2/2019,2.7,5.9
2.7,152,,,5.6,-3,,0.5,32.8,,1/2/2019,5.4,9.9
1.9,155,,,5.1,-4.2,,-0.5,43.9,,1/2/2019,5.1,9.3
1.7,156,,,3.4,-2.8,,-0.1,62.4,,1/2/2019,4.2,6.6
3.2,159,,,6.3,-2.5,,1.2,34.6,,1/2/2019,6.4,14.1
2.4,162,,,5.1,-2.6,,1.4,45.1,,1/2/2019,7.9,6.7
4.2,165,0,0.32,8.4,-1,,1.3,68.6,,1/2/2019,3.5,12.5
6.7,168,,,9.8,-1.3,,1.1,53.6,,1/2/2019,5.2,17.5
8,169,0,0.47,10.7,2.2,,3.2,63.3,,1/2/2019,4.4,14.7
2.6,170,,,5.8,0,,2.4,58.8,,1/2/2019,5.2,10.3
2.6,172,,,6.9,-4,,-1.2,73.8,,1/2/2019,2.1,9.5
3.4,174,0,,7.2,-3.9,,-1,69.4,,1/2/2019,3.1,12
0.7,177,,,2.7,-9.9,,-4.6,70.3,,1/2/2019,1.7,5
4,184,,,6.2,4.5,,5.1,60.9,,1/2/2019,6.1,11.4
9.1,185,0,,12.7,4.3,,5.2,64.8,,1/2/2019,6.4,18
2.7,188,,,5.1,2.4,,3.9,59.5,,1/2/2019,6.7,9.6
0.9,189,,,2.1,3.6,,5.2,63.6,,1/2/2019,8.4,3.5
1,192,,,3.8,-6.9,,-0.6,48.8,,1/2/2019,7,7.6
1.2,201,,,3.6,-11.2,,-5.9,53.1,,1/2/2019,-0.1,5.3
1,202,,,3.3,-13.1,,-6.4,50.6,,1/2/2019,1,5.6
1.2,203,,,3.1,-13.7,,-5.9,49.3,,1/2/2019,2.2,5
1.1,211,,,4.4,-14.5,,-8.6,60.5,,1/2/2019,-0.4,7.2
0.7,212,,,2.7,-14.4,,-8,59.8,,1/2/2019,0.7,3.8
1.6,216,,,4.7,-10.7,,-6.1,29,,1/2/2019,-0.4,9.3
1.2,217,,,3.3,-12.4,,-6.8,52.9,,1/2/2019,0.2,5.9
1.3,221,,,5.4,-15.5,,-8.6,59.6,,1/2/2019,-0.4,8.4
1.1,226,,,4.1,-11.6,,-5.7,62,,1/2/2019,1.8,6.7
1.1,232,,,4.7,-11.7,,-5.6,56,,1/2/2019,1.2,7.3
1.2,235,,,3.1,-6.1,,-2.7,68.5,,1/2/2019,1.7,6.2
0.9,236,,,3.4,-10.1,,-4.5,73.3,,1/2/2019,2.9,5.5
0.9,238,,,3.3,-11.3,,-5.2,66.8,,1/2/2019,2.1,6.3
1.1,243,,,3.3,-4.8,,-1.1,68.5,,1/2/2019,3.3,5.6
1.3,244,,,4.2,-9,,-4.5,76.3,,1/2/2019,2.5,7.4
1.3,245,,,4.7,-5.1,,-1.9,79.8,,1/2/2019,2.3,6.6
1.1,247,0,,2.4,-8.2,,-3.7,72.1,,1/2/2019,2.8,4.3
1.5,248,,,5.1,-10.1,,-5.6,72.3,,1/2/2019,1.4,7.9
1.2,251,,,4,-5.5,,-2.1,73.8,,1/2/2019,1.9,5.9
2,252,,,5.6,-3.6,,-1.2,74.4,,1/2/2019,3,10.6
3.1,253,,,5.7,-4,,0.2,42.8,,1/2/2019,6.3,9.6
1.3,254,0,,5.3,-7.5,,-2.9,75,,1/2/2019,2.1,9
2.1,255,,,4.4,-3.6,,0.3,40.6,,1/2/2019,5.1,8.3
2.4,257,,,5.2,-2.5,,1.1,37.8,,1/2/2019,7.2,13.2
4.3,258,,,8.2,-4.6,,0.9,59,,1/2/2019,5.4,11.2
2.5,259,,,5.9,-1,,1.4,59.8,,1/2/2019,4.9,11.2
2.8,260,,,6,-2.7,,1.2,62.3,,1/2/2019,4.8,9.5
1.5,261,,,4.8,-3.6,,0.1,65.4,,1/2/2019,4,10.4
2.4,262,,,7.4,-3.3,,0.6,60.5,,1/2/2019,4.9,10.4
0.8,263,,,3.2,-7.7,,-1.5,56.9,,1/2/2019,7.8,4.5
2.3,264,,,5.6,-8.9,,-2,68.9,,1/2/2019,4.1,9.6
3.5,266,,,6.2,-2.3,,0.9,47.6,,1/2/2019,5.5,7.2
3.7,268,,,6.3,1.7,,2.7,59.4,,1/2/2019,5,9.8
1.6,271,,,4.3,-14.3,,-5.5,45.5,,1/2/2019,2.9,7.7
5.8,272,,,8,-9,,-3.5,38.1,,1/2/2019,0.2,12
3,273,,,6.5,-7.5,,-2.9,32.5,,1/2/2019,2,11.4
2.1,276,,,5.2,-11.7,,-4.4,49.4,,1/2/2019,2.4,7.1
3.4,277,,,6.2,-5.6,,-1.2,34.3,,1/2/2019,4.2,12.1
1.2,278,,,4.4,-12.4,,-5.6,56.6,,1/2/2019,4.5,7.7
1.1,279,,,3.4,-6.3,,-1.8,54.5,,1/2/2019,3.7,6.2
3.4,281,,,6.4,-6.1,,-0.9,37.8,,1/2/2019,4.3,11.1
3.4,283,,,6.6,-6,,0.1,41,,1/2/2019,5.1,10.3
1.3,284,,,3.4,-9.1,,-2.8,57.1,,1/2/2019,5,6
1,285,,,2.9,-8.2,,-1.8,53.6,,1/2/2019,6.4,6.1
1,288,,,4,-7.6,,-2,48.5,,1/2/2019,6.1,6.8
2.7,289,,,5.3,-4.9,,-0.5,50.9,,1/2/2019,4.5,7.7
2,294,,,4.1,-1.4,,1.9,41.4,,1/2/2019,6.9,8
1,295,,,1.9,-3.6,,0.4,56.4,,1/2/2019,6.5,4
1.5,90,,,3.4,-4.1,,-0.4,27.3,,1/3/2019,4.6,6.6
0.6,93,,,1.6,-15.1,,-7.2,53.9,,1/3/2019,2.4,2.8
0.5,95,,,1.9,-16.8,,-8.8,58.3,,1/3/2019,1.2,3.8
0.8,98,,,1.9,-12.7,,-5.3,41.8,,1/3/2019,3.2,3
0.2,99,,,1.8,-16,,-7.7,61.4,,1/3/2019,2.3,2.9
2.8,100,,,6,-16.2,,-7.5,36.3,,1/3/2019,0.6,8.2
0.7,101,,,1.6,-13.7,,-7.1,59.4,,1/3/2019,2.3,3.4
2.1,102,,,5.8,-3.1,,-0.2,62.5,,1/3/2019,2.3,9.4
1.6,104,,,3.1,-4.4,,0.1,22.8,,1/3/2019,5.1,5
2.5,105,,,5,-3.2,,1.2,19.8,,1/3/2019,6.8,8.1
1.7,106,,,3.1,-3.4,,0.6,25.9,,1/3/2019,5,7.7
1.4,108,,,2.9,-8.4,,-3.5,38.8,,1/3/2019,3.2,5.3
2.1,112,,,4.6,-6.4,,-2.6,45.6,,1/3/2019,2.4,6.6
0.5,114,,,1.6,-11.3,,-5.3,49,,1/3/2019,1.6,3.2
1.5,115,,,4.3,0.4,,2.2,49.9,10,1/3/2019,4.9,8.1
0.9,119,,,2.7,-10.1,,-3.7,52.3,,1/3/2019,4.2,3.9
0.5,121,,,1.9,-13.4,,-5.8,57.1,,1/3/2019,2.6,3.8
0.8,127,,,2,-12.7,,-6.5,54.9,,1/3/2019,3.1,3.2
0.9,129,,,2.8,-10,,-4.1,68,,1/3/2019,3.9,4.1
2.5,130,,,4.5,-3.9,,1.1,25.8,,1/3/2019,6.5,8.1
0.9,131,,,2.6,-8.1,,-2.5,46,,1/3/2019,3.9,4
0.8,133,,,2.4,-8.5,,-2.7,55.8,,1/3/2019,4.3,3.6
2.9,135,,,6.3,-8.9,,-3.3,41.3,,1/3/2019,2.4,9.6
1,136,,,3.6,-10.9,,-2.8,39.6,,1/3/2019,5.3,5.7
2.5,137,,,4.2,-4.9,,-0.7,33.1,,1/3/2019,4.7,8.3
3.2,138,,,5.3,-3,,1.3,30.1,,1/3/2019,6.7,7.2
0.7,140,,,3.5,-7.4,,-1.9,73.8,,1/3/2019,3.3,5.3
2.3,143,,,5.6,-3.6,,0,30.1,,1/3/2019,6.1,8.3
1.3,146,,,2.6,-7.1,,-1.6,67,,1/3/2019,4.4,5.7
2.6,152,,,4.7,-2.7,,1.4,23.5,,1/3/2019,7.7,8.3
2.2,155,,,6.6,-3,,0.6,29.3,,1/3/2019,5.1,10.9
1.5,156,,,4.2,-3.5,,0.5,53,,1/3/2019,6.5,6.5
3.5,159,,,6,-1.7,,3,22,,1/3/2019,8.4,10.8
1.9,162,,,4.5,-1.7,,2.3,36,,1/3/2019,9.2,6.2
3.3,165,,,6.7,-2.4,,0.8,67.5,,1/3/2019,4.2,9.1
3.3,168,,,8.1,-1.4,,2.2,46.4,,1/3/2019,7,13.4
5.6,169,,,8.6,2.4,,3.5,69.8,,1/3/2019,5.4,12.5
1.6,170,,,4.5,-1.1,,2,56,,1/3/2019,6.7,7.5
2.2,172,,,6.2,-5,,-1.3,71.8,,1/3/2019,3.4,7.8
2.6,174,,,5.4,-5.9,,-0.9,56.6,,1/3/2019,6.1,9.3
0.7,177,,,2.9,-10.6,,-4.6,68,,1/3/2019,3.2,5.3
2.6,184,,,5.1,3.5,,5.1,60.1,,1/3/2019,8,8.2
6.7,185,,,9.2,4.4,,5.3,65.4,,1/3/2019,6.6,13.7
2.7,188,,,4.9,2.3,,4.2,62,,1/3/2019,8,10.2
1.3,189,,,2.5,2.6,,7.1,71.6,,1/3/2019,10.6,4.4
0.4,192,,,2.4,-8.9,,-1.8,50,,1/3/2019,9.4,3.8
1.2,201,,,4.1,-11.4,,-4.3,51.1,,1/3/2019,2.9,5.9
0.6,202,,,2.1,-13.6,,-6.2,55.8,,1/3/2019,3.1,3
0.7,203,,,2.1,-14.3,,-5.7,52.1,,1/3/2019,3.6,3.6
0.9,211,,,3.6,-15.4,,-8.1,59.4,,1/3/2019,2.2,5.6
0.6,212,,,1.7,-14.9,,-7.3,58.5,,1/3/2019,2.3,2.3
1,216,,,3,-11.5,,-4.9,29.1,,1/3/2019,3.2,5.8
1.1,217,,,4.8,-13.7,,-6.9,54.9,,1/3/2019,2.2,7.3
0.9,221,,,3,-15.9,,-8.2,58.1,,1/3/2019,1.7,5.1
0.4,226,,,2.3,-13.1,,-5.9,57.5,,1/3/2019,3.8,4.4
0.8,232,,,2.9,-12.9,,-5.1,48.8,,1/3/2019,3,5.5
1,235,,,3,-6.6,,-2,64.4,,1/3/2019,4.3,5
0.5,236,,,2.2,-10.9,,-4.2,66.8,,1/3/2019,5.4,4.9
0.6,238,,,2.5,-12.5,,-5.2,58.5,,1/3/2019,4.5,4.3
0.7,243,,,3.2,-7.6,,-2.2,73.8,,1/3/2019,4.6,4.8
0.8,244,,,2.9,-12.3,,-4.9,64.8,,1/3/2019,4.6,4.7
1.1,245,,,3.1,-7.1,,-2.5,80.3,,1/3/2019,3.8,5.3
1.5,247,,,3,-9.3,,-2.7,56.9,,1/3/2019,6.1,4.2
1.1,248,,,4.1,-13.1,,-6.1,63.9,,1/3/2019,3.8,6
1.3,251,,,3.5,-7,,-2.6,73.4,,1/3/2019,3.2,5.8
1.9,252,,,5.5,-5.8,,-2.1,72.8,,1/3/2019,3.3,7.6
3.2,253,,,6,-2.9,,1.5,30,,1/3/2019,8.1,8.9
1,254,,,3.5,-10.1,,-3,64.8,,1/3/2019,6.2,6
1.5,255,,,4.5,-3.6,,1.2,30.9,,1/3/2019,7.1,7.8
1.7,257,,,3.6,-3,,1.8,30.5,,1/3/2019,9,6.2
4.1,258,,,6.9,-3,,1.1,50.1,,1/3/2019,7.9,10.7
2.5,259,,,6.8,-3.6,,0.5,57.5,,1/3/2019,6.3,9.6
2.2,260,,,5.1,-5.2,,0.3,58.1,,1/3/2019,7,8.6
1.9,261,,,4.5,-7.8,,-1.5,66.4,,1/3/2019,5.2,9.7
1.3,262,,,4.6,-4.9,,0.2,55.6,,1/3/2019,7.8,6.8
0.7,263,,,2.6,-8.8,,-2.3,58,,1/3/2019,8,3.1
1.1,264,,,3.6,-8.3,,-2,57,,1/3/2019,8,7.2
0.9,266,,,2.5,-2.6,,2,35,,1/3/2019,7.7,3.3
3.1,268,,,5.7,-1.1,,1.9,62.6,,1/3/2019,4.7,8.8
1.3,271,,,4.2,-14.3,,-6.5,49.4,,1/3/2019,2.7,7.2
3,272,,,6.9,-11.9,,-3.8,36.5,,1/3/2019,3.1,10.2
2.5,273,,,5,-6.9,,-1.6,25.5,,1/3/2019,4.6,8
1.1,276,,,4.5,-12.7,,-5.5,48.3,,1/3/2019,3.4,5.2
3.6,277,,,7.5,-3.8,,0.4,24.9,,1/3/2019,5,12.6
0.9,278,,,3.4,-13.7,,-5.7,50.3,,1/3/2019,5.8,5.9
1.1,279,,,2.5,-6.3,,-1.2,43.4,,1/3/2019,5.2,5.3
2.2,281,,,4.9,-5.7,,-1.1,32.6,,1/3/2019,6.1,8.2
3,283,,,6.6,-5.6,,-0.4,35.3,,1/3/2019,6.6,10.2
0.8,284,,,2.6,-10.9,,-3.1,50.3,,1/3/2019,7,4
0.9,285,,,2.5,-9.2,,-2.6,54.4,,1/3/2019,7.2,5.3
0.9,288,,,3.4,-8.6,,-1.6,40.5,,1/3/2019,7.9,6
1.8,289,,,4.2,-5.2,,-0.5,38.9,,1/3/2019,8,5.9
1.7,294,,,3.8,-1,,2,37,,1/3/2019,8.4,7
0.8,295,,,1.4,-4,,0.4,48.8,,1/3/2019,6.9,2.8
2.3,90,,,6,-3.1,,2.6,31.1,,1/4/2019,6.3,10.4
0.8,93,,,2.5,-13.1,,-4.8,60.6,,1/4/2019,2.8,3.7
1.4,95,,,4.8,-14.1,,-4.6,62.9,,1/4/2019,3.5,8
1.1,98,,,4.6,-10.8,,-2.7,56.5,,1/4/2019,4.9,6.3
0.6,99,,,3.4,-13.1,,-4.9,75,,1/4/2019,3.7,4.8
4.3,100,,,9.1,-10.7,,-5.1,46.3,,1/4/2019,0.5,12
0.9,101,,,3.1,-12,,-4.6,65.1,,1/4/2019,2.9,5.4
3.7,102,,,8.7,-1.7,,1.7,72,,1/4/2019,5.2,12.7
1.8,104,,,5,-1.4,,3.2,24.8,,1/4/2019,8.9,10
3.4,105,,,7.9,0.2,,3.8,24.8,,1/4/2019,8.4,11.9
2.1,106,,,5.8,-1.6,,3.3,28.1,,1/4/2019,8.7,11.7
1.2,108,,,3,-6.2,,-1.1,55.5,,1/4/2019,4.1,6.3
1.9,112,0,0.25,3.6,-4.3,,-0.3,67.6,,1/4/2019,3.5,5.8
0.4,114,0,,2.4,-9.8,,-2.8,51.8,,1/4/2019,2.7,4.2
3,115,,,6.2,1.2,,4.6,50.3,3.4,1/4/2019,8.7,9.9
0.6,119,,,2.5,-8.7,,-2.3,73.9,,1/4/2019,4.2,3.5
0.6,121,,,3.1,-11.5,,-3.8,58.4,,1/4/2019,2.9,5.3
0.6,127,,,1.4,-11.8,,-4.1,58.3,,1/4/2019,3.5,2.4
0.7,129,,,2.5,-8.5,,-2.8,79.8,,1/4/2019,3.8,3.6
2.8,130,,,4.7,-3.6,,3.1,29,,1/4/2019,10.6,8.9
0.8,131,,,1.9,-7.2,,-1.2,51.9,,1/4/2019,3.8,3.3
0.8,133,,,1.8,-8.1,,-1.6,61.8,,1/4/2019,4.2,3.1
3.1,135,,,6.7,-9.5,,-1.5,43.9,,1/4/2019,2.7,10.8
1.3,136,,,4.8,-10.7,,-2.1,49.3,,1/4/2019,5.6,8.1
2,137,,,4.6,-8,,0.6,37.9,,1/4/2019,5.1,7.9
3.1,138,,,6.9,-0.9,,3.8,30.6,,1/4/2019,9.5,9.2
0.2,140,,,2.3,-6.1,,-1.1,64.3,,1/4/2019,3.9,3.4
1.7,143,,,4.1,-6.8,,0.9,38,,1/4/2019,7.2,7
1,146,,,2.5,-6,,-0.9,62.6,,1/4/2019,3.7,3.7
2.1,152,,,4.4,-1.5,,4.3,22.3,,1/4/2019,10.9,6.5
1.1,155,,,3.5,-2.9,,2.4,26.4,,1/4/2019,5.8,7.8
0.7,156,,,2.4,-4.1,,0.7,56.4,,1/4/2019,3.9,3.9
3.1,159,,,6.8,1.4,,5,22.3,,1/4/2019,8.2,9
1.4,162,0,,3.7,-1.9,,3.4,46.1,,1/4/2019,6.9,4.7
2.1,165,0,3.13,5.3,-2.9,,0.4,68.6,,1/4/2019,3.1,8.9
2,168,0,0.93,5.3,-0.4,,3.1,50,,1/4/2019,6.4,9
3.8,169,0,6.85,6.5,2.7,,3.8,71.9,,1/4/2019,5.6,9.6
1,170,0,,2.7,-2.3,,2.3,55.8,,1/4/2019,4.9,4
1.3,172,0,,3.8,-6.2,,-1.2,75.3,,1/4/2019,3.1,4.9
1.8,174,,,4.7,-8.5,,-0.7,60.3,,1/4/2019,4.5,7.2
0.9,177,,,2.5,-9.6,,-2.1,73.8,,1/4/2019,4.5,3.9
2.1,184,1.6,9.35,4.6,2.6,,5.8,77.5,,1/4/2019,10,7.6
5.2,185,0.2,,7.4,4.2,,6.5,80.8,,1/4/2019,9.8,10.2
2.2,188,0.3,,4,1.3,,6.2,77,,1/4/2019,10.7,7.6
0.8,189,3.2,7.08,1.8,6.6,,9.3,86.9,,1/4/2019,11.8,4.3
0.3,192,,,2.4,-8.4,,-0.4,45.8,,1/4/2019,6.1,3.7
1.4,201,,,4.4,-9.2,,-2.5,72.8,,1/4/2019,3.7,5.9
0.6,202,,,2.5,-11.7,,-4.3,55,,1/4/2019,2.1,3.2
0.8,203,,,2.6,-12.2,,-3.9,63.3,,1/4/2019,3.8,4.7
2,211,,,5.4,-13.1,,-3.9,58,,1/4/2019,3,9.3
0.8,212,,,2.8,-13,,-4.3,61.1,,1/4/2019,3.6,4.5
