avgWs,stnId,sumRn,sumRnDur,maxWs,minTa,ddMefs,avgTa,avgRhm,ddMes,tm,maxTa,maxInsWs
0.8,295,,,1.4,-1,,3.9,80.9,,1/1/2017,10.6,2.5
2.5,90,,,6.7,4.7,,8.2,50.3,,1/2/2017,10.5,11.8
0.6,93,0,1.5,2.8,-2.3,,2.2,86.5,,1/2/2017,8.6,4.6
1.5,95,0,,3.9,-2.7,,3.2,82.3,,1/2/2017,7.2,6.8
1.3,98,0,,4.3,0.2,,4.5,76.9,,1/2/2017,9.7,7.1
1.1,99,0,,3.1,-3.1,,3,85.5,,1/2/2017,8.7,5.3
6.7,100,,,13,-2.1,,1.1,75.4,,1/2/2017,3.4,18.4
1,101,0.2,,3.5,-0.9,,2.8,87.9,,1/2/2017,8.7,6.4
4.6,102,,,7.4,3.4,,5.2,76,,1/2/2017,7.5,10.4
2,104,,,4.7,3.1,,7.7,53,0.8,1/2/2017,12,9.5
4.1,105,,,7.4,6.2,,8.6,44.6,,1/2/2017,11.8,13.2
2.8,106,,,5.2,6.1,,10,46.9,,1/2/2017,14.2,9.8
2.1,108,0.3,2.08,4.2,1.8,,5,77.8,,1/2/2017,9.2,7
3.3,112,0.2,2.83,5,2.4,,5.7,82.9,,1/2/2017,8.7,6.8
0.5,114,0,,2,0.6,,3.7,78.1,,1/2/2017,7.9,6.1
3,115,,,6.6,6.9,,8.8,49,,1/2/2017,12.4,10
1.6,119,0.6,1.42,4,2.7,,5.2,86.4,,1/2/2017,10.3,6.4
0.8,121,0.2,,2.4,-1.1,,3.3,84.5,,1/2/2017,8.2,4
0.8,127,0.1,,2.8,-0.6,,3.6,79.6,,1/2/2017,8.8,4.7
1.6,129,0.4,1.67,4.4,0.4,,5.3,93.8,,1/2/2017,10.9,6.1
2.9,130,,,5.3,1.3,,7.7,52.9,,1/2/2017,13.8,9.3
1.1,131,0,0.87,2.6,1.2,,5.5,71.1,,1/2/2017,11.3,5.9
1.5,133,,,5.2,-0.4,,4.7,83,,1/2/2017,10.8,7.7
2.6,135,,,5.1,-2.6,,3.9,76.9,,1/2/2017,8.4,8.6
1.2,136,,,4.2,-4.4,,3.3,74.6,,1/2/2017,10.5,7.1
1.8,137,,,4.2,-1.1,,5.4,71,,1/2/2017,10.3,8.4
2.6,138,,,5.4,3.3,,8,61,,1/2/2017,12.9,9.8
1.1,140,0,,3.1,-0.3,,4.9,92.6,,1/2/2017,10.7,4.8
1.4,143,,,4.1,-0.4,,5.3,73.4,,1/2/2017,12.3,6.2
1.6,146,,,3.3,1.5,,6.1,81.9,,1/2/2017,10.3,6.1
2.1,152,,,5.3,2.6,,8.2,64.3,,1/2/2017,13.6,8.4
1.2,155,,,2.9,2.3,,8.3,61.3,,1/2/2017,15.1,6.9
1,156,0,1.2,3,2.7,,7.2,81.6,,1/2/2017,13.3,5.3
2.7,159,,,5.6,5.3,,9.5,55.4,,1/2/2017,15.1,8.1
1.3,162,,,4.3,3.6,,9,68.6,,1/2/2017,13.5,5.6
2,165,0.1,1.08,5.9,5.1,,7.8,89.1,,1/2/2017,13.2,7.7
3.3,168,0,0.85,6.3,5.4,,9.4,57,,1/2/2017,13.7,9.7
3,169,0,1.6,7.2,6.3,,8.6,96.4,,1/2/2017,12.7,9.2
1.3,170,0,,4.1,5.2,,8.9,82.1,,1/2/2017,14,6.7
1.4,172,0,,6,0.2,,5.6,93.9,,1/2/2017,12.9,7.6
1.7,174,0,,4.6,-2,,6.5,68.6,,1/2/2017,13.8,8.3
1.9,177,0,,4.4,0.8,,6,84.8,,1/2/2017,11.1,7.6
1.6,184,0.9,5.17,3.3,9.8,,11.3,79.6,,1/2/2017,13.8,5.3
4.4,185,0.3,,7.3,9.8,,11.6,79.6,,1/2/2017,14,10.8
2.1,188,0.1,,4.4,7.3,,10.6,79.6,,1/2/2017,14.6,8.2
1,189,0.3,,2,9.9,,11.8,85.8,,1/2/2017,15.1,3.8
0.5,192,,,1.8,-1.8,,4.4,72.8,,1/2/2017,14.3,3.1
1.7,201,0.2,,3.7,-1.2,,4.5,81.8,,1/2/2017,8.5,6.2
0.6,202,0.3,,2.2,0.1,,2.4,90.3,,1/2/2017,6.6,4.7
1.1,203,0.2,,3.6,-0.2,,3.6,78.4,,1/2/2017,10,5.8
1.9,211,,,4.9,-1.8,,2.4,76.5,,1/2/2017,6.8,8
0.7,212,,,3.1,-0.5,,2.2,85.8,,1/2/2017,7.8,5.6
1.7,216,,,4.4,-3.4,,2.1,66.3,,1/2/2017,5.2,11.2
1.2,217,,,4.3,-2.6,,1.8,78.8,,1/2/2017,6.4,6.4
0.8,221,0,,4,-2.8,,1,86.4,,1/2/2017,6.7,6
0.6,226,,,3,-3.3,,2.8,82.9,,1/2/2017,11.1,5.8
1.2,232,0,,3.2,-0.3,,4.8,79.5,,1/2/2017,11,5.8
0.9,235,,,3,1.3,,5.9,90.4,,1/2/2017,10.1,4.4
0.6,236,,,3.2,-2.1,,2.5,90.3,,1/2/2017,11,5.5
0.6,238,,,2.8,-3.3,,1.8,91.6,,1/2/2017,10,5.5
0.9,243,,,3.5,0.9,,5.7,81,,1/2/2017,10.9,5.9
0.6,244,,,2.5,-3.1,,2.5,85.8,,1/2/2017,9,5.4
0.9,245,0,,3.6,-0.1,,5.5,82.4,,1/2/2017,11.1,5.5
1.1,247,0.4,,2,-0.9,,4,80.3,,1/2/2017,11.3,3.1
1.1,248,,,3.5,-3.5,,2.2,84,,1/2/2017,8.4,6.4
0.8,251,0,,3.6,-0.2,,6.3,85.9,,1/2/2017,13.3,5.7
1.5,252,,,4.5,-0.3,,5.8,84.4,,1/2/2017,12.9,6.7
2,253,,,4.3,1.8,,8.1,64.4,,1/2/2017,14.3,7.7
1.1,254,0,,3.1,-2.7,,2.8,84.6,,1/2/2017,10.6,5.2
1.2,255,,,2.8,1.9,,7.6,65.5,,1/2/2017,14.6,6.7
1.9,257,,,3.7,2.1,,7.8,67.1,,1/2/2017,14.8,6.5
1.5,258,0,,4.2,0.8,,7.3,75.5,,1/2/2017,14.2,8.5
1.4,259,,,4.7,1,,7.7,80.5,,1/2/2017,14.3,7
1.2,260,0,,4.1,0.4,,7.6,78.6,,1/2/2017,14.8,7
1.6,261,0,,4.1,0.2,,7.3,76.9,,1/2/2017,13.4,8.3
0.9,262,0,,3.3,-0.2,,7.3,78.5,,1/2/2017,14.1,5.7
1.4,263,,,4.9,-1.7,,6.5,74.8,,1/2/2017,15.4,6.4
1.7,264,,,4.1,-2.4,,5.6,77.3,,1/2/2017,11.4,9.1
1.5,266,0,,5,4,,8.9,73.1,,1/2/2017,15.2,6.9
1.4,268,0,,4.3,2.4,,8.1,82.3,,1/2/2017,13.4,7
1.2,271,,,4.1,-4.9,,0.2,81.9,,1/2/2017,7.7,6.4
3.2,272,,,6.9,-3.5,,2.5,73.6,,1/2/2017,8.9,12.4
2.1,273,,,5.7,-3,,4,68.9,,1/2/2017,10.6,10.9
1.3,276,,,5.8,-6.1,,2.3,77,,1/2/2017,10.7,7.7
3.2,277,,,7.3,3.5,,6.9,58.1,,1/2/2017,11.8,14
0.7,278,,,3.8,-5,,1.1,81,,1/2/2017,11.2,6.3
0.7,279,,,3.1,-2.1,,4.5,83.6,,1/2/2017,10.4,5.2
2.2,281,,,5.5,-2.3,,5.1,70.8,,1/2/2017,11.5,10
1.7,283,,,5.9,-1.7,,4.4,78.8,,1/2/2017,13.1,10.1
1.8,284,,,4.7,-3.1,,4.2,74.6,,1/2/2017,12.3,8.3
1,285,,,3,-2,,4.5,73.8,,1/2/2017,13.8,6
0.7,288,,,3.3,-1.2,,5.3,75.1,,1/2/2017,14.3,5.5
1.5,289,0,,4.8,-1.1,,6.3,66.9,,1/2/2017,12.2,8.1
1.1,294,,,3.3,2.1,,8.3,75.5,,1/2/2017,14,5.9
1.1,295,,,2.8,1.9,,8.9,69.6,,1/2/2017,15.1,5
2,90,,,4.4,1.7,,6.2,35.5,,1/3/2017,11.3,8.5
1,93,,,5,-6.2,,-0.3,74.9,,1/3/2017,7.8,6.9
1.4,95,,,4,-6,,-0.5,70.3,,1/3/2017,5.4,7.2
1.2,98,,,4.3,-4.6,,0.7,66.5,,1/3/2017,8.1,6.7
0.7,99,,,3.1,-8.2,,-1.7,79.3,,1/3/2017,6.3,4.8
5.3,100,,,9.6,-6,,-0.6,56,,1/3/2017,4.1,15
1.2,101,,,4.2,-4.3,,0.6,78.3,,1/3/2017,7.4,7.8
4.3,102,,,7.6,2.2,,5,61.6,,1/3/2017,7.2,11.8
1.6,104,,,3.7,-0.1,,5.6,41.9,,1/3/2017,11.4,6.9
3.1,105,,,6.5,3,,6.8,32.1,,1/3/2017,12.3,12.7
2.6,106,,,5,5.6,,8.2,37.1,,1/3/2017,12.2,8.8
1.8,108,,,4,-2.3,,2,61.8,,1/3/2017,7.7,7.2
2,112,,,4.1,-0.3,,3.4,68.8,,1/3/2017,7.3,6.3
0.6,114,,,2.1,-3.2,,1.4,71.6,,1/3/2017,6.5,4.7
3.8,115,0.5,1.45,9.7,5.3,,7,50.9,,1/3/2017,9.8,15.6
1.2,119,,,3.4,-2.9,,1.8,75.5,,1/3/2017,8.5,5.3
0.7,121,,,3.2,-3.9,,1.8,71.6,,1/3/2017,7.8,4.6
1,127,,,2.7,-3.4,,0.9,71.5,,1/3/2017,7.7,4.5
1.3,129,,,3.9,-3.3,,1.5,88.5,,1/3/2017,8.1,5.7
2.7,130,,,5.3,0.7,,6.3,43,,1/3/2017,10.8,9.9
1.3,131,,,2.7,0.6,,3.9,66,,1/3/2017,8.7,5.6
1.4,133,,,3.9,-1.5,,3.3,77.1,,1/3/2017,9.2,6.2
4.3,135,,,7.2,-0.3,,3.5,57.1,,1/3/2017,7.6,11.3
1.6,136,,,4.5,-1.3,,3.1,56.6,,1/3/2017,9.4,7
2.6,137,,,4.7,1.8,,5.2,52,,1/3/2017,9.4,8.2
2.3,138,,,5.8,2.3,,6.6,45.8,,1/3/2017,11.6,8.5
1.4,140,,,4.2,-1.4,,3.3,88.6,,1/3/2017,8.8,5.5
2,143,,,4.8,0.9,,5.2,49.8,,1/3/2017,10.9,7.1
1.2,146,,,3.4,-0.3,,3.3,77.9,,1/3/2017,8.7,5.1
2.1,152,,,4.4,2.2,,7.1,42.8,,1/3/2017,13.1,8
1.3,155,,,4.3,2.7,,6.2,53.5,,1/3/2017,11.7,7.4
1,156,,,2.4,1.4,,5.7,68.3,,1/3/2017,11.5,4.2
2.6,159,,,4.9,3.8,,7.9,46,,1/3/2017,14.2,8.7
1.4,162,,,3.6,2.7,,6.6,63.8,,1/3/2017,12.3,5.2
2.5,165,,,4.6,2.2,,5.4,87.6,,1/3/2017,10.3,6.7
3.4,168,,,8.2,4.1,,7.2,44.9,,1/3/2017,11.2,13.2
3.6,169,,,7.4,4.6,,6.4,82.3,,1/3/2017,9.1,10
2.1,170,,,4.7,3.8,,6.9,68.9,,1/3/2017,11.6,9.6
1.2,172,,,3.9,-1,,3.6,89,,1/3/2017,9.6,5.5
2.4,174,,,5.1,-2.4,,3.7,57.4,,1/3/2017,10.4,7.9
1.4,177,,,3.9,-2.4,,3.4,79.1,,1/3/2017,8.8,6.1
2.2,184,,,4,6.9,,9.1,66.8,,1/3/2017,11.7,6.5
6.7,185,,,10.2,7.8,,9,70.8,,1/3/2017,11.1,14.4
3.2,188,,,6,4.5,,8.7,62,,1/3/2017,12.8,10.4
1.5,189,,,2.5,8,,11.2,75.1,,1/3/2017,15.5,5.1
0.4,192,,,1.9,-2.5,,2.5,68.4,,1/3/2017,12,4.1
1.2,201,,,4.1,-4.8,,0.7,73.6,,1/3/2017,6.1,6.1
0.7,202,,,2.1,-3.8,,0.8,76.8,,1/3/2017,7.8,7.9
1.3,203,,,4,-2.9,,2.2,64.1,,1/3/2017,8.8,6.5
2.2,211,,,4.9,-4,,1.2,60.1,,1/3/2017,6.2,8.1
0.7,212,,,2.5,-4,,-0.3,79.8,,1/3/2017,7.7,4.4
1.7,216,,,3.9,-2.7,,1,44.5,,1/3/2017,5.8,9.9
1.3,217,,,3.3,-3.4,,1.3,60.4,,1/3/2017,6.5,6.1
1.3,221,,,4.9,-4.9,,-0.6,74.3,,1/3/2017,6.7,7.4
1,226,,,3.1,-3.7,,1,74.4,,1/3/2017,8.5,4.7
1,232,,,3.5,-3.1,,2.1,74.3,,1/3/2017,8.8,6.3
0.7,235,,,3,0,,3.1,88.3,,1/3/2017,8.1,4.6
0.7,236,,,3.7,-3.4,,0.5,89.5,,1/3/2017,8.5,5.1
0.7,238,,,2.2,-5.3,,0.4,83.4,,1/3/2017,9.3,4.2
0.8,243,,,2.7,-0.7,,3.3,78.3,,1/3/2017,9.1,4.5
1,244,,,2.9,-3.8,,1.7,73.9,,1/3/2017,9.1,5.5
0.7,245,,,2.3,-0.7,,3.2,73.4,,1/3/2017,9,4.6
1.6,247,,,3.1,-2.4,,2.2,69.1,,1/3/2017,10.1,5.2
1,248,,,3.8,-4.7,,0,73.9,,1/3/2017,8.6,5.5
0.8,251,,,2.9,-0.4,,3.5,81.1,,1/3/2017,10,5.4
1.3,252,,,3.2,-2,,2.7,79.5,,1/3/2017,8.7,5.5
1.8,253,,,4.4,2.1,,6.3,54.5,,1/3/2017,11.9,7.1
1.1,254,,,4.3,-3.8,,1.7,68.5,,1/3/2017,9.8,7.2
1.2,255,,,3.9,2.4,,6.2,53,,1/3/2017,12.2,7.2
1.6,257,,,4.7,0.4,,5.2,62.4,,1/3/2017,12.7,7.3
2.2,258,,,4.5,2.9,,6.4,62.4,,1/3/2017,12,8.1
2.2,259,,,4.3,0.2,,5.3,72.6,,1/3/2017,11.1,7.1
1.8,260,,,4.3,-0.8,,5.6,70.1,,1/3/2017,11.6,8.3
1.8,261,,,4.2,-2.2,,4,74.3,,1/3/2017,9.9,7.7
1.4,262,,,4.7,0.2,,5.3,66.5,,1/3/2017,11.4,6.6
0.9,263,,,3.9,-2.1,,3.2,76.4,,1/3/2017,11.5,4.8
1.9,264,,,4.2,-1.9,,4.6,56.3,,1/3/2017,11.5,7.9
1.2,266,,,3.7,2.7,,7.1,52.4,,1/3/2017,12.6,4.7
1.8,268,,,4.5,-0.5,,5.1,77.1,,1/3/2017,8.9,7.4
1.5,271,,,5.5,-4.6,,-0.1,66.9,,1/3/2017,8.7,8.2
5,272,,,8.1,1.1,,4.1,51.3,,1/3/2017,8.1,13.9
3.1,273,,,5.4,0.9,,4.7,41.6,,1/3/2017,9.7,9.5
1.5,276,,,3.8,-3.7,,1.4,63.5,,1/3/2017,8.4,5.5
3.1,277,,,6.9,1.9,,5.7,43.6,,1/3/2017,10.8,10.1
1,278,,,4.1,-5.1,,0.4,67.6,,1/3/2017,10.1,6.6
1.5,279,,,3.6,0,,4.6,61.6,,1/3/2017,10.3,6.7
2.2,281,,,4.9,-2.6,,4,49.8,,1/3/2017,10.8,7.7
2.8,283,,,5.8,-2,,4.5,52.3,,1/3/2017,11.2,10.2
0.9,284,,,4.5,-4.5,,2.1,62,,1/3/2017,12.1,7.6
0.7,285,,,2.1,-2.9,,2.1,69.9,,1/3/2017,13.1,4.1
0.5,288,,,1.9,-2.7,,2.9,67.6,,1/3/2017,12.5,3.6
1.6,289,,,4.2,-1.4,,5.1,43.1,,1/3/2017,12.2,8.8
0.7,294,,,2.5,1.8,,5.8,67.6,,1/3/2017,12.9,4.7
1,295,,,2.6,1.3,,5.4,61.9,,1/3/2017,11.3,4.9
2.2,90,,,5.4,1.7,,5.6,46.4,,1/4/2017,9.8,9.3
0.6,93,,,2,-5,,0.7,75,,1/4/2017,10.4,3.1
0.6,95,,,2.1,-3.7,,0.8,74.8,,1/4/2017,7.4,3.4
1,98,,,3.3,-1.5,,2.5,62.1,,1/4/2017,9.7,5.8
0.7,99,,,2.9,-4.5,,0.4,68.8,,1/4/2017,9.1,4.6
3.1,100,,,9.8,-6.6,,-1.2,68.4,,1/4/2017,5.1,14.8
0.7,101,,,2,-3.6,,1,79,,1/4/2017,9.2,3.7
2.2,102,,,4.9,2.9,,4.5,58.6,,1/4/2017,6.9,7.6
1.6,104,,,2.9,0.6,,5,49.3,,1/4/2017,9.7,5.6
2.5,105,,,4.3,2.2,,6.1,42.8,,1/4/2017,10.4,7.4
3.3,106,,,6.5,3,,7.7,46.9,,1/4/2017,10.8,9.9
1.7,108,,,4,1,,3.9,55,,1/4/2017,8.9,6.5
2.5,112,,,5.7,2.2,,4.3,63.6,,1/4/2017,7.6,7.6
0.3,114,,,1.7,-1.2,,2.5,68.3,,1/4/2017,8.3,3.6
4.4,115,0.5,2.75,8.7,3.9,,6,58.8,,1/4/2017,8.4,14.1
1.2,119,,,4.3,-1.2,,3.6,75.6,,1/4/2017,10.9,5.9
0.5,121,,,1.9,-2.6,,2.5,76,,1/4/2017,10.4,3.9
0.7,127,,,1.8,-3.4,,2.2,71.9,,1/4/2017,9.9,3.2
1.1,129,,,3.4,-2,,3.5,80.8,,1/4/2017,9.9,5.4
3,130,,,5,1.7,,5.9,52.1,,1/4/2017,10.9,8
1,131,,,2.7,0.4,,4.6,57.6,,1/4/2017,10.2,4.9
1,133,,,2.4,-0.2,,4.2,70.5,,1/4/2017,10.7,4.2
3,135,,,5.9,-2.5,,3.5,59.8,,1/4/2017,8.6,10.6
0.9,136,,,2.5,-2.5,,3.2,66.3,,1/4/2017,11.1,5
2.3,137,,,4.7,0.4,,5.4,59.3,,1/4/2017,10.6,8.6
1.8,138,,,3.9,2.2,,6.8,52.8,,1/4/2017,12.2,6.4
0.8,140,,,3.2,-1.3,,3.3,93.3,,1/4/2017,9.4,4.4
1.1,143,,,3.1,-1.9,,3.9,66,,1/4/2017,11.2,5.2
1.3,146,,,2.7,-0.2,,4.1,81.6,,1/4/2017,9.3,3.8
1.7,152,,,3.6,1.8,,6.9,52.5,,1/4/2017,12,6.5
1.4,155,,,4.4,1.8,,5.8,56.3,,1/4/2017,10.4,8.6
0.8,156,,,2.7,-0.5,,5,77.1,,1/4/2017,11.6,4.2
2.3,159,,,5.8,4.7,,8.1,44.4,,1/4/2017,12.9,8.4
1.5,162,,,3.3,2.7,,6.8,61.1,,1/4/2017,13.2,5.5
1.6,165,,,3.4,1.3,,5.2,92.9,,1/4/2017,11.3,5.1
2.1,168,,,6.4,5,,7.7,45,,1/4/2017,11.6,9.7
2.9,169,,,5.7,5.7,,7.9,94.5,,1/4/2017,11.2,7.6
1.1,170,,,2.7,1.6,,7,79.9,,1/4/2017,12.4,4.6
0.7,172,,,3.7,-2.8,,3,94.3,,1/4/2017,10.9,5.3
1.9,174,,,4.6,-3.6,,3.8,66.4,,1/4/2017,10.9,7.7
1,177,,,3.5,-0.7,,4.2,70.8,,1/4/2017,10.9,5.4
1.9,184,,,3.1,6,,8.9,64.5,,1/4/2017,12.2,4.9
5.7,185,,,7.2,7.8,,9.6,70.5,,1/4/2017,11.6,11
2.8,188,,,5.3,5.5,,8.8,69.4,,1/4/2017,12.3,10
1.4,189,,,2.4,6.8,,11.1,61.3,,1/4/2017,15.5,4
0.2,192,,,1.2,-4.2,,1.8,71.9,,1/4/2017,11.6,2.7
1.7,201,,,5,-1.7,,3.7,55.4,,1/4/2017,9.2,9.6
0.9,202,,,2.8,-2.9,,2.6,70.5,,1/4/2017,10.6,4.6
0.8,203,,,2.8,-2.3,,3,63.4,,1/4/2017,11.4,5.1
1.5,211,,,3.8,-2.6,,2.1,61.4,,1/4/2017,8.8,5.8
0.5,212,,,2.3,-3.2,,1.5,72.8,,1/4/2017,9.8,4
1.4,216,,,3.9,-4,,0.6,58.8,,1/4/2017,7,8.9
1,217,,,2.7,-2.9,,2.3,61.3,,1/4/2017,8.9,5.6
0.8,221,,,3.4,-5.1,,0.4,79.3,,1/4/2017,7.7,5.3
0.7,226,,,3.2,-4.2,,1.7,75.6,,1/4/2017,10.1,5.1
0.9,232,,,3.7,-2.7,,2.8,68.9,,1/4/2017,10,6.5
0.3,235,,,1.5,-0.3,,4.2,78.3,,1/4/2017,10.2,2.8
0.4,236,,,2,-2.8,,2.1,82.6,,1/4/2017,10.7,3
