avgWs,stnId,sumRn,sumRnDur,maxWs,minTa,ddMefs,avgTa,avgRhm,ddMes,tm,maxTa,maxInsWs
1.6,266,,,4.7,-5.4,,0.5,44.8,,1/1/2020,6.7,5.7
2,268,,,4.6,-4.9,,0.6,70.5,,1/1/2020,5.6,7.8
3.4,271,,,6.7,-6.8,,-0.7,60.9,,1/1/2020,2.2,12.5
5.2,272,,,7.6,-7.2,,-1,61,,1/1/2020,1.7,14.4
2.8,273,,,5.2,-8.7,,-0.6,64.3,,1/1/2020,2.1,11.2
2.7,276,,,6.1,-9.3,,-2.6,72.3,,1/1/2020,3.2,8.3
3.8,277,,,8,-5.7,,0.2,50.3,,1/1/2020,5.8,13.6
1.2,278,,,4.6,-11.5,,-3.9,68.5,,1/1/2020,4.2,7.7
1.2,279,,,2.7,-5.1,,0.2,63.6,,1/1/2020,4.8,5.4
3.5,281,,,7.1,-5.6,,0.2,54.4,,1/1/2020,5,11.7
3.8,283,,,7.1,-4.3,,1,52.6,,1/1/2020,5.3,11.9
1.2,284,,,3.5,-9,,-2.2,62,,1/1/2020,5.6,5.7
0.5,285,,,1.8,-9.2,,-2.5,73.4,,1/1/2020,6.6,3.5
0.9,288,,,3.2,-6.3,,0.2,51.4,,1/1/2020,6.5,6.4
3.3,289,,,6.2,-6.4,,0.3,52.4,,1/1/2020,5.2,10.6
1.4,294,,,3.5,-2.4,,1.5,51.1,,1/1/2020,5.3,7.5
0.8,295,,,1.8,-5.5,,0.5,50.1,,1/1/2020,7.2,3.3
2.3,90,,,5.8,-2.1,,2.8,38.6,,1/2/2020,6.6,9.9
0.7,93,,,2.6,-8.9,,-3,80.8,,1/2/2020,3.9,4
0.7,95,,,2.3,-4.7,,-1.4,87.8,,1/2/2020,2.1,5.6
0.8,98,,,4.5,-3.8,,-0.6,81.9,,1/2/2020,3.2,7.4
0.5,99,,,1.5,-5.1,,-1.7,83.4,,1/2/2020,3.2,3.2
5,100,,,8.6,-9,,-4.4,77.8,,1/2/2020,-0.4,13.8
0.8,101,,,2.9,-7.4,,-2.5,79,,1/2/2020,3.4,4.6
4,102,,,6.6,2.2,,3.6,68.3,,1/2/2020,5,10.5
2,104,,,3.7,-2.4,,2.7,44.4,,1/2/2020,7.6,6.3
4.6,105,,,7,0.6,,3.7,46.4,,1/2/2020,7.7,12
2.7,106,,,5.4,-1.5,,3.5,43.3,,1/2/2020,7.8,10.9
1.2,108,,,4,-0.7,,1,65.4,,1/2/2020,3.8,6.7
1.8,112,,,4.3,0.5,,1.8,69.8,,1/2/2020,3.6,6.6
0.5,114,,,1.6,-1.8,,0.7,70.9,,1/2/2020,3.5,2.9
2,115,,,6.4,2.7,,4.7,50.8,5.5,1/2/2020,7.2,9.9
0.7,119,,,1.9,-0.3,,1.3,83.3,,1/2/2020,3.2,4.8
0.8,121,,,2.9,-3.7,,0.1,72.5,,1/2/2020,3.8,5.6
0.4,127,,,2.3,-2.1,,0,81,,1/2/2020,2.7,3.4
0.8,129,,,3.4,-3.2,,1.4,83,,1/2/2020,5.6,4.9
2.9,130,,,4.3,-0.4,,3.8,46.4,,1/2/2020,10.3,7.9
0.1,131,,,1.3,-0.9,,1.6,75.6,,1/2/2020,3.7,2.1
0.9,133,,,2.6,-2.8,,1.3,76.9,,1/2/2020,5.3,5.4
3.7,135,,,7.7,-2.8,,1.3,62,,1/2/2020,3.4,12.2
1.6,136,,,5.6,-6.9,,-0.3,72.4,,1/2/2020,5.8,10
2.1,137,,,4,-1.2,,2.2,67.6,,1/2/2020,4.6,6.7
3.1,138,,,4.7,0.4,,4,58.6,,1/2/2020,8.2,7.8
0.7,140,,,3.7,-2.8,,1.5,79.3,,1/2/2020,6.8,5.1
2.8,143,,,5.5,-1.7,,3.4,57.9,,1/2/2020,7.3,7.4
1.4,146,,,2.8,-3,,1.4,71.1,,1/2/2020,6.5,4.4
2.8,152,,,5,0,,4,56.9,,1/2/2020,8.9,6.7
2.1,155,,,5.4,-0.3,,3.1,53,,1/2/2020,7.1,10.8
0.8,156,,,2.6,-2.6,,2.6,69,,1/2/2020,8.4,5.9
2.8,159,,,4.9,0.5,,4.1,53.1,,1/2/2020,9.6,9.7
1.7,162,,,3.8,-1,,3.3,61.6,,1/2/2020,8.9,5.3
2,165,,,5.7,-1,,2.6,69.9,,1/2/2020,6.3,8
3.5,168,,,9.5,0.5,,4.3,58.9,,1/2/2020,9.6,13
3.7,169,,,5.6,5.6,,6.7,69.8,,1/2/2020,8.5,7.9
2,170,,,5.4,0.5,,4.7,70.6,,1/2/2020,9.3,8.4
1.3,172,,,4.9,-3.5,,1.3,80.8,,1/2/2020,7.8,6.8
3.6,174,,,7.1,-0.4,,2.6,65.1,,1/2/2020,7.3,13.4
0.9,177,,,2.5,-3.7,,1.2,81.3,,1/2/2020,5.4,4.3
1.9,184,,,3.6,5.5,,8.1,66.8,,1/2/2020,9.2,6
5.3,185,,,8.4,5,,8,70.9,,1/2/2020,9.5,10.4
2.1,188,,,3.5,4,,7,68.5,,1/2/2020,9,6.9
1,189,,,2,5.6,,8.7,85.1,,1/2/2020,12.7,3.6
0.3,192,,,2.3,-6.4,,-0.3,74,,1/2/2020,9,3.9
1,201,,,2.7,-2.4,,0.2,77.3,,1/2/2020,4,4.3
0.4,202,,,1.2,-3,,-0.4,81.8,,1/2/2020,2.6,1.8
0.5,203,,,1.6,-2.5,,0,83.6,,1/2/2020,2.4,3.2
1.8,211,,,5.3,-5.9,,-0.7,68.8,,1/2/2020,4,7.9
0.8,212,,,2.5,-5.2,,-1.2,75.3,,1/2/2020,3.3,4.5
1.1,216,,,3.7,-9.9,,-3.4,67.3,,1/2/2020,2.9,7.9
2.2,217,,,8.9,-8.6,,-2.1,79.9,,1/2/2020,3.8,12.3
1,221,,,4.3,-4.4,,-1,78.9,,1/2/2020,3.4,8
0.6,226,,,2,-1.4,,1.2,79.6,,1/2/2020,3.5,3.9
0.5,232,,,1.6,-1.3,,0.4,87.5,,1/2/2020,2.6,2.5
0.8,235,,,3,-2.1,,1.8,73.4,,1/2/2020,6.4,4.2
0.3,236,,,1.9,-4.7,,-0.5,86.4,,1/2/2020,6,3.5
0.6,238,,,2.9,-5.7,,-0.3,80.5,,1/2/2020,5.8,6.5
0.6,239,,,2.1,-3.1,,0.7,74.3,,1/2/2020,4.4,3.4
0.5,243,,,2.6,-3.8,,1.5,80.3,,1/2/2020,7.5,5.2
0.8,244,,,3.9,-7.3,,-1.8,82.9,,1/2/2020,5.5,6.3
0.8,245,,,3.3,-3.7,,1.1,75.4,,1/2/2020,6.6,5.4
1.4,247,,,2.7,-5.6,,-0.5,78.8,,1/2/2020,7.1,5.3
1.1,248,,,4.9,-7.7,,-2.4,83.6,,1/2/2020,5,8.4
0.7,251,,,3.2,-3.5,,1.2,74.9,,1/2/2020,7.5,5.2
0.8,252,,,3.5,-2.5,,1.7,79.1,,1/2/2020,7.4,6.5
2.9,253,,,5.1,-0.3,,3.5,60.1,,1/2/2020,9.6,7
1.2,254,,,5.2,-6.5,,-0.9,81.1,,1/2/2020,7.1,7.3
1.4,255,,,3.8,-3,,1.2,55,,1/2/2020,6.5,5.7
1.4,257,,,3.2,-0.3,,3.8,57.4,,1/2/2020,10,5.4
3.9,258,,,8,-1.7,,4.1,63.1,,1/2/2020,9.2,10.7
1.7,259,,,5.4,-4.1,,2.4,70.5,,1/2/2020,8.7,9.2
1.7,260,,,5,-4.6,,2,73.3,,1/2/2020,8.5,8
1,261,,,3.9,-6.2,,1.1,79.6,,1/2/2020,7.8,8.2
2.1,262,,,5.9,-4,,2.9,64.5,,1/2/2020,8.5,8.7
0.7,263,,,2.7,-5.7,,0.2,73.3,,1/2/2020,8.9,3.5
1.8,264,,,5.7,-4.7,,1.3,65.9,,1/2/2020,7.9,9.3
1.3,266,,,4.9,-1,,3.7,51.5,,1/2/2020,10,7.6
1.3,268,,,4,-3.1,,2.7,80.4,,1/2/2020,7.9,7
2.1,271,,,5.2,-6.6,,-0.8,71.3,,1/2/2020,5.5,8.9
4.2,272,,,8,-4.8,,0.7,65.6,,1/2/2020,4,13.3
2.7,273,,,4.8,-0.2,,2.2,64.9,,1/2/2020,4.5,8.9
1.8,276,,,5.7,-8,,-0.9,82.1,,1/2/2020,5.2,7.2
3.7,277,,,8.2,0.1,,3,53.6,,1/2/2020,7.5,14
1,278,,,5.1,-7.5,,-0.5,71.8,,1/2/2020,6.8,7.8
1,279,,,2.8,-2.1,,3.1,69.5,,1/2/2020,7.1,7
2.9,281,,,5.4,-2.3,,3.2,58.6,,1/2/2020,7.7,9.9
3.2,283,,,6.8,-1.4,,3.1,60.6,,1/2/2020,7.7,10.9
0.8,284,,,3.5,-7.1,,-0.8,75.6,,1/2/2020,8,5.1
0.7,285,,,1.9,-6.3,,-0.3,77.5,,1/2/2020,8.6,3.8
0.5,288,,,2.8,-4.6,,1.2,63.4,,1/2/2020,8.9,4.6
2.6,289,,,4.9,-2.4,,2.8,58.9,,1/2/2020,8.4,8.5
1.2,294,,,2.9,-0.5,,3.6,62.6,,1/2/2020,8.1,5.8
1,295,,,3.2,-1.5,,2.9,62.5,,1/2/2020,9.1,5.3
2.2,90,,,5.6,0.8,,4.7,28.9,,1/3/2020,8.5,11
0.6,93,,,2.7,-8.6,,-3.1,71,,1/3/2020,5.5,4.4
0.6,95,,,2.7,-8.4,,-3.7,82,,1/3/2020,3.3,5.3
0.7,98,,,1.7,-6.4,,-2.1,72.8,,1/3/2020,4.8,3.2
0.5,99,,,2.2,-8.8,,-3.5,78.6,,1/3/2020,3.7,3.7
4.2,100,,,7,-7.4,,-3.2,63,,1/3/2020,2.5,11.7
0.7,101,,,3.1,-7.6,,-2.3,70.1,,1/3/2020,5.7,4.4
2.9,102,,,6,0.3,,3.3,67.5,,1/3/2020,5.3,9.6
2.6,104,,,6.3,-0.6,,3.9,33.3,,1/3/2020,9.6,10.6
3.5,105,,,5.8,2.9,,5.6,33.6,,1/3/2020,11.4,10.2
3.2,106,,,6.4,2.9,,5.8,29.4,,1/3/2020,9.9,12
1.7,108,,,3.5,-3.4,,-0.1,56.9,,1/3/2020,4.6,5.8
2.1,112,,,4.7,-2,,0.8,64.4,,1/3/2020,4.4,6.6
0.6,114,,,3,-3.8,,0,63.6,,1/3/2020,5.1,4.8
2.3,115,,,7.1,4.1,,5.9,51.6,,1/3/2020,8.5,11.7
1.3,119,,,3.5,-3.9,,-0.1,80.5,,1/3/2020,5.2,5.5
0.8,121,,,3.1,-4.7,,0,65.8,,1/3/2020,6.2,5
1.1,127,,,4.1,-4.2,,-0.2,70.1,,1/3/2020,5.5,6.4
1.2,129,,,3.8,-3.7,,0.7,80.3,,1/3/2020,6.5,5.3
2.6,130,,,4.4,1.7,,4.8,39.3,,1/3/2020,10.7,8
0.8,131,,,3.1,-0.4,,1.9,69.3,,1/3/2020,6,6.4
1.1,133,,,4,-1.7,,2,73.4,,1/3/2020,7.7,7.7
4.4,135,,,7.7,-2.8,,1.7,59.3,,1/3/2020,5,13.1
2,136,,,4.8,-2.8,,1.2,59.4,,1/3/2020,6.7,8.9
2.7,137,,,5.1,0.2,,2.7,59.6,,1/3/2020,6,10
2.4,138,,,5.7,2.5,,5.1,50.1,,1/3/2020,9.6,8.3
1.1,140,,,5.1,-1.4,,2.4,81.3,,1/3/2020,7.8,6.8
2.5,143,,,5.9,-0.8,,3.6,54.3,,1/3/2020,8.6,8
1.2,146,,,3.4,-0.5,,2.6,74.4,,1/3/2020,7.6,5.1
2.9,152,,,5.9,2.1,,5.4,44.3,,1/3/2020,9.7,8.5
2,155,,,5.5,-0.1,,4.1,49.1,,1/3/2020,8.1,8.8
0.9,156,,,2.5,0.2,,3.8,71.5,,1/3/2020,8.7,5.9
3,159,,,6.5,2.3,,5.9,43,,1/3/2020,11.6,12.6
1.6,162,,,3.6,-0.3,,4.6,61.6,,1/3/2020,10.6,5
2.7,165,,,6.7,1.9,,3.9,76.9,,1/3/2020,6.7,9.4
6.3,168,,,11,3.8,,6,55.8,,1/3/2020,10.5,16.8
5,169,,,8.4,4.9,,6.9,70,,1/3/2020,9.6,10.5
2.1,170,,,5.6,2.3,,6.1,68.6,,1/3/2020,9.9,8.2
1.6,172,,,5.9,-2.1,,2.1,83.4,,1/3/2020,7.7,7.9
3.7,174,,,7.7,-2.2,,3,69.1,,1/3/2020,7.2,12
0.7,177,,,3.2,-3.3,,0.8,82.1,,1/3/2020,6.4,4.9
2.3,184,,,4.6,6.4,,8.8,66.9,,1/3/2020,11.4,8.5
7.1,185,,,9.4,6.9,,8.8,72.5,,1/3/2020,10.5,12.2
2.4,188,,,5.4,4.9,,8.2,66.8,,1/3/2020,11.7,8.3
1.3,189,,,2.5,6.1,,9.5,87.3,,1/3/2020,13.4,5.4
0.4,192,,,1.9,-5.9,,0.5,71.9,,1/3/2020,10.8,3.4
1.2,201,,,3.4,-5.4,,-1.1,67,,1/3/2020,5,4.7
0.8,202,,,2.8,-5.4,,-0.7,71.3,,1/3/2020,5.8,5.7
1,203,,,2.9,-5,,0.1,70,,1/3/2020,5.9,5.4
1.4,211,,,3.8,-5.6,,-1.4,67.9,,1/3/2020,5.6,6.2
0.5,212,,,2.7,-6.7,,-2,69.4,,1/3/2020,6.3,3.9
1.5,216,,,3.9,-3.6,,-0.4,39.4,,1/3/2020,3.6,9.4
1.7,217,,,5.9,-5.8,,-1.5,75.9,,1/3/2020,5.7,8.5
1.4,221,,,4.5,-6.5,,-1.7,71.9,,1/3/2020,5,7.5
1.2,226,,,3.8,-4.9,,0.2,77.3,,1/3/2020,5.6,6.6
0.7,232,,,2.9,-3.9,,0,81.4,,1/3/2020,5.4,5.8
0.6,235,,,2.5,-1.5,,2.5,73.8,,1/3/2020,7.4,5.9
0.5,236,,,2.2,-3.7,,0.8,81.6,,1/3/2020,8,4
0.7,238,,,3.1,-3.6,,0.8,79.8,,1/3/2020,7,5.4
1,239,,,3.2,-1.9,,1.3,71.1,,1/3/2020,6.5,5.5
0.7,243,,,2.8,-1.3,,2.2,83.6,,1/3/2020,8,4.8
0.9,244,,,3.9,-4,,0,83.9,,1/3/2020,6.3,7.3
0.9,245,,,3.8,-1.3,,2,77.9,,1/3/2020,6.9,5.9
1.4,247,,,2.9,-3.8,,0.9,78.9,,1/3/2020,7.5,7
1,248,,,4,-6,,-1.5,83.6,,1/3/2020,5.6,6.4
0.8,251,,,3.3,-2.1,,1.8,78,,1/3/2020,7.1,6
0.9,252,,,4.2,-1.8,,2.4,82.6,,1/3/2020,7.7,7.6
2.5,253,,,5,0.5,,4.4,54.4,,1/3/2020,10.3,6.9
1.3,254,,,4.8,-4.2,,0.4,82.6,,1/3/2020,6.6,8.6
1.6,255,,,3.5,-1.6,,2.2,50.8,,1/3/2020,7,5.5
2,257,,,4.5,-0.7,,5.6,45.3,,1/3/2020,11.1,7.7
4,258,,,7,1.4,,5.1,66.5,,1/3/2020,10.1,9.8
1.9,259,,,5.1,0,,3.9,70.9,,1/3/2020,9.5,9.2
1.6,260,,,5,-1.2,,3.2,75.1,,1/3/2020,9.2,7.7
1.5,261,,,5.7,-2.2,,2.7,80.9,,1/3/2020,8.6,10
2.4,262,,,5.4,-0.4,,4.1,65.9,,1/3/2020,8.8,7.5
0.7,263,,,3,-5.2,,0.4,75.9,,1/3/2020,10.3,3.7
2.2,264,,,5.8,-3,,3,62.4,,1/3/2020,8.3,9.7
1.9,266,,,4.4,2.2,,5.3,53.4,,1/3/2020,10.3,5.8
2.3,268,,,5.2,0,,5.4,74.1,,1/3/2020,9,9.2
2.2,271,,,5.6,-5.1,,0.6,59.1,,1/3/2020,6.7,9.8
4.8,272,,,7.2,-1.9,,2,52.9,,1/3/2020,5.3,12.8
2.8,273,,,5.3,-2.5,,2,56.8,,1/3/2020,6.4,10.5
2,276,,,5.5,-5.1,,0.4,71.8,,1/3/2020,6.4,7.5
3.5,277,,,6.9,0.8,,3.9,46.3,,1/3/2020,8.3,11
1.1,278,,,4.2,-6.2,,-0.4,69.4,,1/3/2020,8,7
1.1,279,,,2.9,-1.1,,3.3,64.5,,1/3/2020,8.1,6.3
2.5,281,,,5.7,-0.7,,3.7,51.1,,1/3/2020,9,9.2
4.4,283,,,8.3,-0.5,,4.5,50.4,,1/3/2020,8.6,11.8
0.8,284,,,3.1,-6.8,,-0.2,73.4,,1/3/2020,9.4,4.4
0.6,285,,,2.1,-5.6,,0,78.3,,1/3/2020,9.5,3.8
0.5,288,,,2.3,-5,,1.7,63.1,,1/3/2020,9.8,4.3
2.4,289,,,4.8,-1.7,,3.2,60.4,,1/3/2020,8.9,8.4
1.2,294,,,3.2,0.9,,4.3,63.9,,1/3/2020,9.3,5.8
0.8,295,,,1.6,-1.9,,3.5,67.9,,1/3/2020,10.4,2.7
2.2,90,,,5.6,1.1,,4,30.1,,1/4/2020,8.1,10.4
0.8,93,,,4,-9.6,,-2.9,66.5,,1/4/2020,7,6.3
0.6,95,,,2.8,-9.7,,-3.8,79.3,,1/4/2020,5.2,6.9
1,98,,,4.2,-6.7,,-1.2,69.3,,1/4/2020,6.3,8.6
0.9,99,,,3.5,-8.3,,-2,73.6,,1/4/2020,6.2,6
4.3,100,,,8.1,-9.9,,-4.2,59.5,,1/4/2020,1.6,12.5
0.6,101,,,2.2,-8.7,,-2.3,68.3,,1/4/2020,7.1,3.3
3.4,102,,,5.2,3.2,,5,57.6,,1/4/2020,6.7,7.9
2.5,104,,,6,-0.8,,4,29.9,,1/4/2020,8.8,11.1
3.5,105,,,6.1,2.5,,5,32.8,,1/4/2020,10.1,11
3,106,,,5.4,2.2,,5.2,29.9,,1/4/2020,9.2,11.3
1.9,108,,,4.5,-2.8,,1.2,50.8,,1/4/2020,6.1,8.5
2.3,112,,,4.8,-0.5,,2.1,64,,1/4/2020,5.4,7.2
0.6,114,,,3,-5.8,,-0.9,65.3,,1/4/2020,5.8,5.2
4,115,1.5,2.23,9.1,2.7,,5,55.6,,1/4/2020,8.1,18.1
1.3,119,,,3.9,-4.9,,1.3,76.1,,1/4/2020,7.6,6.2
0.7,121,,,3.3,-7.8,,-1.3,69.4,,1/4/2020,6.7,6.5
0.8,127,,,2.8,-7.1,,-1.8,77,,1/4/2020,6.5,5.2
0.9,129,,,5.1,-4.3,,0.1,81,,1/4/2020,8,6.4
3.2,130,,,6.5,0.8,,4.5,35.1,,1/4/2020,11.4,9.1
0.7,131,,,2.6,-3.5,,1.3,67.9,,1/4/2020,7.1,4.9
0.9,133,,,3,-3.9,,0.6,78.1,,1/4/2020,7.7,5.7
3,135,,,7.4,-5.5,,0.5,62.5,,1/4/2020,5.4,12.2
1.3,136,,,4.9,-6,,0.1,61.8,,1/4/2020,7.5,8.4
2,137,,,4.6,-1.9,,2.2,62.4,,1/4/2020,8,8.8
2.9,138,,,7.4,1,,4.7,41.9,,1/4/2020,9.4,12.1
0.4,140,,,3,-2.9,,1.5,85,,1/4/2020,8.1,3.7
2.4,143,,,6.4,-2.3,,2.7,55.4,,1/4/2020,8.6,8.9
1.1,146,,,2.6,-2.6,,2,77.3,,1/4/2020,7.7,4.7
2.8,152,,,6.1,0.7,,4.4,42.4,,1/4/2020,8.3,8.4
1.6,155,,,4.5,1.7,,4.3,38.9,,1/4/2020,8.4,9.2
1.1,156,,,3.1,-1.6,,3.4,73.1,,1/4/2020,9.2,7.6
2.9,159,,,6.5,2,,5.5,34.8,,1/4/2020,9.7,12.5
1.4,162,,,3.5,0.9,,4.7,53.3,,1/4/2020,10.5,5.4
2.3,165,,,6.6,-0.3,,3,79.1,,1/4/2020,7,9.5
4.8,168,,,9.8,1.9,,5.3,55,,1/4/2020,9.3,16.2
5.8,169,,,8,5,,7.1,72.1,,1/4/2020,9.5,10.5
2.1,170,,,6,1.3,,5.6,69.9,,1/4/2020,9.7,9.2
1.5,172,,,6.2,-4,,1.5,85.5,,1/4/2020,8.4,8.5
3,174,,,7.5,-2.6,,2.4,71,,1/4/2020,7.7,11.7
0.8,177,,,3.3,-4.5,,0.6,79.8,,1/4/2020,8.3,5.1
2.2,184,,,4.3,5.1,,7.9,66.5,,1/4/2020,11.4,7.1
6.8,185,,,9.3,6.4,,8.2,71.3,,1/4/2020,10.1,12.1
2.7,188,,,5.2,3.7,,7.3,65.5,,1/4/2020,11.6,8.5
1.6,189,,,2.7,6.2,,9.7,74.9,,1/4/2020,14,4.8
0.6,192,,,3.5,-5.8,,0.9,67.4,,1/4/2020,10.6,7.1
1.2,201,,,4.1,-5.1,,0.6,62.3,,1/4/2020,7.1,5.9
0.9,202,,,3.2,-6.5,,-0.4,69.1,,1/4/2020,7.1,6.9
0.9,203,,,2.5,-6.9,,-0.5,70.3,,1/4/2020,7.7,5.4
1.1,211,,,3.8,-8.8,,-2.6,67.8,,1/4/2020,6.2,6.1
0.8,212,,,3.3,-8.8,,-2.4,67,,1/4/2020,6.6,5.6
1.5,216,,,5.6,-5.8,,-1.9,47.4,,1/4/2020,2.2,12.2
1.5,217,,,7,-8.7,,-2.7,77.5,,1/4/2020,5.3,11.4
1.1,221,,,5.6,-9.2,,-2.9,73.5,,1/4/2020,6,10.6
