avgWs,stnId,sumRn,sumRnDur,maxWs,minTa,ddMefs,avgTa,avgRhm,ddMes,tm,maxTa,maxInsWs
2.2,136,0,0.67,4.6,-9.2,,-4,61.5,,1/1/2021,0.5,8.9
1.6,137,0.5,,3.2,-8.5,,-4.2,79.8,,1/1/2021,-1,6.7
2.3,138,0,5.92,5.4,-6.2,,-1.4,59.3,,1/1/2021,2.7,8.3
1.5,140,0.6,,5.1,-8.4,,-2.3,81.9,,1/1/2021,2.9,6.8
1.9,143,0,0.5,5.7,-5.7,,-1.8,66.4,,1/1/2021,2.6,7.9
1.6,146,0,2.37,4.7,-7.5,0,-1.6,70.8,2.8,1/1/2021,3.4,7.8
2,152,,,4.5,-7.2,,-0.8,55.8,,1/1/2021,4,6
1.3,155,,,4.4,-6.6,,-1.3,54,,1/1/2021,3.9,6.6
0.9,156,0,8.17,3.5,-5,0.3,-0.6,83.1,11.8,1/1/2021,3.5,5.3
2.6,159,,,6.3,-5,,0.3,51.8,,1/1/2021,4.6,9.7
2.2,162,,,4.6,-4.1,,0.8,58.9,,1/1/2021,4.8,7.6
3,165,0,4.62,7.8,-2.3,0.3,1.3,68.5,3,1/1/2021,3.8,9.4
3.7,168,0,1.32,6.8,-2.8,,0.8,61,,1/1/2021,4.8,11
4,169,,,8.9,1.5,,3.6,58.9,4.3,1/1/2021,6,13.8
1.9,170,0,,5.6,-1.4,,2.1,66.9,,1/1/2021,5.5,8.6
2.3,172,0.6,,7.2,-7.5,,-1.5,80.9,,1/1/2021,3.7,9.8
1.9,174,,,5.6,-8,,-2.1,78.4,,1/1/2021,3.9,10.4
0.3,177,1,13.5,2,-11.6,1.7,-4.8,93.5,2.1,1/1/2021,-0.8,3
3.8,184,0,3.42,6.9,4,,5.5,54.4,,1/1/2021,7.2,13.4
10.2,185,0,,16.1,4.1,,5.6,63.9,,1/1/2021,7.2,19.5
2.1,188,1.3,,4,0.6,,3.6,63.9,,1/1/2021,6.6,6.8
1.4,189,,,4.1,2.3,,4.7,61.4,,1/1/2021,6.3,9.5
1.2,192,,,3.9,-8.4,,-1.9,65.3,,1/1/2021,4.5,7
1.3,201,,,3.8,-11.8,,-4.9,68.6,,1/1/2021,0.8,5.7
0.7,202,,,2.3,-12.6,,-6.3,76.1,,1/1/2021,-0.4,3.1
0.9,203,,,3.3,-12.7,,-5.7,80.4,,1/1/2021,0.2,5.1
2.2,211,,,5.4,-12.8,,-5.6,48.6,,1/1/2021,-0.5,11.9
0.9,212,,,3.9,-14.6,,-7.1,67.1,,1/1/2021,-0.2,6.9
1.5,216,0,,3.8,-10.8,,-6.2,50.4,,1/1/2021,-2.4,10.5
1.9,217,,,7.3,-10.9,,-5.5,49.5,,1/1/2021,-0.6,15.1
1.3,221,0,,4.4,-14.1,,-6.8,74.6,,1/1/2021,-0.8,7.3
0.3,226,1.1,,1.5,-14.1,,-7.1,89.5,,1/1/2021,-1.7,2.2
0.3,232,0,,1.6,-13.9,,-6.6,93,,1/1/2021,-2.1,2.7
0.6,235,3.2,,2.2,-8.5,,-2.8,90.4,,1/1/2021,0.9,3.3
0.3,236,1.6,,1,-11.5,,-6.2,92.9,,1/1/2021,-2.2,1.9
0.5,238,0.8,,2.1,-12.3,,-5.2,87.4,,1/1/2021,0.8,5.8
0.6,239,1.1,,1.7,-10.8,,-5.5,86.8,,1/1/2021,-2.2,2.6
1,243,0.1,,3.6,-8.6,,-1.6,82.6,,1/1/2021,4.1,9.7
0.6,244,0.1,,2.5,-13.2,,-5.8,86.9,,1/1/2021,0.8,6.4
1.1,245,0.4,,3.3,-8.2,,-2.4,79.1,,1/1/2021,2.9,5.6
1.4,247,0,,4,-10.3,,-3.9,83.9,,1/1/2021,2.2,6.8
1.2,248,0.1,,3.6,-13.9,,-5.8,82.8,,1/1/2021,-1.2,6.7
0.7,251,0,,3,-7.7,,-1.7,81.6,,1/1/2021,3,7.2
1.1,252,0.4,,4.1,-6,,-0.9,76.3,,1/1/2021,4.7,7.6
1.7,253,,,4.4,-6.6,,-1.3,57.3,,1/1/2021,4.5,7.1
1,254,0.1,,4.8,-10.5,,-3.8,90,,1/1/2021,1.9,8.2
1.1,255,,,2.7,-5.6,,-0.2,64,,1/1/2021,5.7,5.1
1.8,257,,,4.5,-6,,-0.2,59,,1/1/2021,4.8,8.1
2.7,258,,,7.6,-4.7,,-0.3,76.4,,1/1/2021,5,11.2
1.4,259,1.1,,5.8,-4.7,,0.1,73.1,,1/1/2021,4.9,8.8
1,260,0,,3.7,-5.4,,-0.9,77.4,,1/1/2021,4,7.5
1.4,261,0,,5.6,-5,,-0.6,76.9,,1/1/2021,4.2,8
1.2,262,,,3.7,-5.1,,-0.2,68.8,,1/1/2021,4.2,8.3
1.3,263,,,4.8,-8.9,,-2.4,72.5,,1/1/2021,4.5,7.9
1.5,264,0,,5,-10.8,,-2.8,70.1,,1/1/2021,2.7,8.9
1.7,266,0,,4.4,-4.4,,-0.2,63.1,,1/1/2021,5,7.3
1.9,268,2.1,,4.6,-0.9,,1.9,71.6,,1/1/2021,5.3,7.5
1.3,271,0,,4.2,-13.7,,-5.8,61.9,,1/1/2021,-0.2,9.1
4.2,272,0,,7.9,-10,,-3.8,57.6,,1/1/2021,0.5,12.6
2.1,273,0,,3.9,-9.5,,-3.7,65,,1/1/2021,0.9,7.9
2.5,276,,,5.5,-12.4,,-4.9,65,,1/1/2021,-0.6,9.4
2.3,277,,,7.9,-8.1,,-2.5,52.9,,1/1/2021,2.8,13.9
0.5,278,0.4,,2.8,-14.3,,-5.9,81.4,,1/1/2021,0.7,5.1
0.5,279,0.4,,1.9,-8,,-2.8,74.4,,1/1/2021,1.5,4.1
1.7,281,,,3.9,-9,,-2.7,69.8,,1/1/2021,2.6,6.7
2.5,283,,,5.7,-9.1,,-2.3,60.4,,1/1/2021,3.3,10.9
1.4,284,0,,4.3,-10.5,,-2.8,66.6,,1/1/2021,1.9,7.8
0.8,285,,,3,-8.8,,-2.6,76.8,,1/1/2021,4.2,6.6
0.4,288,,,2.8,-8.7,,-2.8,66.1,,1/1/2021,4.3,4.7
2.5,289,,,6.7,-6.9,,-1.4,60.1,,1/1/2021,4,11.8
1.5,294,,,3.8,-4.3,,0.7,57.4,,1/1/2021,4.4,7.9
1.6,295,,,3.5,-2.2,,0.7,62.5,,1/1/2021,4.1,7
2.3,90,,,5,-6.3,,-2.5,16.8,,1/2/2021,1.5,8.7
1.6,93,,,4,-11.8,,-5.8,33.9,,1/2/2021,-0.8,7
1.1,95,,,3.9,-15.3,,-9,49.8,,1/2/2021,-2.5,7.4
1.8,98,,,4.1,-11,,-6.3,40,,1/2/2021,-0.8,7.3
1.6,99,,,4.4,-13.6,,-7.3,47.1,,1/2/2021,-1.6,7.9
4.4,100,,,6.7,-11.7,,-9.1,38.4,,1/2/2021,-5.2,12.2
1.5,101,,,4.1,-11.8,,-5.5,40.6,,1/2/2021,0.4,6.4
6,102,,,9.7,-4,,-2.8,58.5,3.8,1/2/2021,-1.7,14.5
1.5,104,,,4.2,-7.2,,-2.7,26.9,,1/2/2021,2.1,7.4
2.4,105,,,5.6,-7.2,,-1.6,32.6,,1/2/2021,3.5,11.2
2.4,106,,,4.6,-3.3,,-0.7,24.6,,1/2/2021,2.8,8.1
2.6,108,,,5.4,-8.4,,-5,38.5,,1/2/2021,-1.4,9.9
4.2,112,,,6.8,-7.4,,-4.7,38,,1/2/2021,-1.9,10.5
1,114,,,3.8,-9,,-4.9,53.4,,1/2/2021,-0.7,7.1
3.3,115,10.1,17.67,9.1,-1.9,11.5,-0.6,72.6,36.4,1/2/2021,2.3,14.1
2.3,119,,,5,-8.4,,-4.5,47.8,,1/2/2021,-0.8,8.4
1.2,121,,,3.7,-8.7,,-4.2,50.5,,1/2/2021,-0.1,7.7
1.5,127,,,4.4,-10.7,,-6.1,60.1,,1/2/2021,-0.5,7.9
1.5,129,,,5.5,-10.1,,-4.3,69.9,,1/2/2021,0.2,7.7
2.4,130,,,4.7,-7.4,,-1.7,38.4,,1/2/2021,4,7.4
1,131,0,4.17,3.3,-8.2,,-4.4,64.5,3.8,1/2/2021,-0.5,5.7
1.2,133,0,0.33,4.3,-7.1,,-3.5,67.5,5.1,1/2/2021,1.4,9.3
4.3,135,,,8.5,-5.8,,-3.9,52.4,,1/2/2021,-1.8,14.1
2.3,136,,,5.3,-8.2,,-3.7,48.1,,1/2/2021,1,9.3
2.1,137,,,4.4,-5.5,,-3.1,56.5,,1/2/2021,0.5,9.2
2.6,138,0,0.5,5.3,-3,,-0.4,44.3,,1/2/2021,3.1,7.9
1.4,140,0.1,,5.6,-5.3,,-1.7,65.6,,1/2/2021,1.5,7.4
3.1,143,0,1.47,9.2,-3.7,,-0.9,50.9,,1/2/2021,2.1,12.7
2,146,0,4.37,5.4,-3.6,0.1,-1.3,57.8,0.1,1/2/2021,1.3,7.9
2.3,152,,,4.6,-2.9,,-0.1,44.8,,1/2/2021,3.1,6.5
1.3,155,,,4.8,-3.6,,-0.5,47.6,,1/2/2021,4,6.7
1.7,156,0.5,7.28,4.4,-3.2,2.2,-0.3,67.8,5.9,1/2/2021,2.6,7.9
2.5,159,,,5,-1.6,,1.3,41.4,,1/2/2021,5,12.1
2.2,162,,,5.2,-1.5,,1.7,57.1,,1/2/2021,6.9,7.1
3.4,165,0.3,2.77,8.4,-1.9,,0.4,69.8,,1/2/2021,3.5,10.9
4.6,168,0,0.95,10.5,-1.5,,1.3,53.8,,1/2/2021,4.9,16.2
6.5,169,0.2,4.42,10.3,0.8,,3.2,71.5,,1/2/2021,5.4,13.6
2.3,170,0,,5.9,-2,,2.3,63.8,,1/2/2021,5.5,9.7
3.6,172,1,,6.7,-5.7,,-2.2,73.3,,1/2/2021,-0.1,9.2
2.6,174,0.3,,8.5,-3.7,,-1.3,68.6,,1/2/2021,2.5,15.8
0.8,177,,,3.9,-10.8,,-4.5,72.9,1.5,1/2/2021,0.4,6.9
4.3,184,0,0.33,6.4,2.8,,5.9,56.4,,1/2/2021,8.4,11.8
10,185,0,,14.7,2.4,,5.6,64.4,,1/2/2021,8.9,17.6
2.3,188,,,4.1,0.8,,4.6,59.5,,1/2/2021,8.1,8.3
1.3,189,,,3,3.7,,6.5,63,,1/2/2021,10.2,6.9
1.2,192,,,4.3,-4.6,,-0.4,56.5,,1/2/2021,5.6,8.8
2.2,201,,,4.4,-10.8,,-5.3,45.3,,1/2/2021,-1.7,9.2
2.1,202,,,4.7,-7,,-3.5,34.5,,1/2/2021,0,8.8
1.3,203,,,4,-8,,-4.2,42.8,,1/2/2021,0.1,7.7
1.9,211,,,4.7,-12.1,,-5.8,37.1,,1/2/2021,-0.9,10.1
1.3,212,,,4.3,-11.5,,-5.8,43.4,,1/2/2021,-0.9,8.1
1.3,216,0,,3.2,-10.2,,-6.6,38.3,,1/2/2021,-2.9,8.2
2.4,217,,,5.7,-7.3,,-4.5,32.9,,1/2/2021,-0.5,11.3
1.9,221,,,5.6,-11.3,,-5.7,53.8,,1/2/2021,-1.4,9.7
1.1,226,0,,3.9,-12.4,,-6.3,70.5,,1/2/2021,-0.8,7.5
1,232,,,3.9,-12.3,,-6.2,71.3,,1/2/2021,-0.6,8.1
1.4,235,,,3.7,-7.5,,-3.3,68.3,,1/2/2021,0.2,6.2
0.9,236,0,,3.7,-8.3,,-4.5,77.3,,1/2/2021,0.9,8.6
1.2,238,0,,4.1,-8.7,,-3.5,61.8,,1/2/2021,0.4,8
1.2,239,,,6.1,-7.8,,-4.5,64.8,,1/2/2021,-0.2,9.5
1.2,243,0.3,,2.6,-6.2,,-1.8,73.9,,1/2/2021,1.4,5
1.1,244,0.2,,5,-8.6,,-3.3,70,,1/2/2021,0.8,10.7
1.4,245,0.6,,4.1,-6,,-2.1,67.9,,1/2/2021,0.1,7.2
1.2,247,0.2,,3.5,-6.9,,-2.1,69.9,,1/2/2021,2,8.5
1.8,248,0.3,,4.6,-10.4,,-4.9,72.1,,1/2/2021,-0.9,10.4
1.8,251,0,,4.1,-6.5,,-2,71.8,,1/2/2021,0.3,8.5
1.1,252,0.7,,5.5,-4.2,,-1.2,70,,1/2/2021,1.5,8.6
1.5,253,,,5,-3.2,,-0.2,48.1,,1/2/2021,4.7,11
1.6,254,0.9,,6,-6.7,,-2,72.9,,1/2/2021,1.3,10.1
1.8,255,,,4.4,-2,,1.1,52.4,,1/2/2021,5.2,7.3
1.8,257,,,4.6,-3.5,,0.5,52.6,,1/2/2021,4.7,9.4
2.7,258,,,7.7,-3.2,,0.4,64.5,,1/2/2021,5.5,12.5
2.3,259,0.1,,6.2,-3,,0.4,66.4,,1/2/2021,4.9,10.4
1.7,260,0,,5.8,-4.6,,-0.6,71,,1/2/2021,4.4,9.8
2,261,0,,6.1,-3.7,,0.2,69.3,,1/2/2021,3.9,10.1
1.3,262,0,,5.3,-4.3,,-0.3,63.9,,1/2/2021,5.1,9.7
1.8,263,,,6.6,-6.6,,-1,62.6,,1/2/2021,5.8,11.4
1.7,264,0,,5.4,-6.4,,-0.9,52.4,,1/2/2021,3,9.5
2.3,266,0,,5.4,-2,,0.7,54.5,,1/2/2021,5.1,7.4
2.8,268,0.1,,6.2,-3.1,,1.8,73.3,,1/2/2021,5.3,11
1.7,271,,,6.5,-11.1,,-5.5,49.6,,1/2/2021,-0.6,11.4
4.8,272,,,8.3,-5.4,,-3.4,42.4,,1/2/2021,-0.9,12.9
3.4,273,,,6.1,-5.5,,-3.2,42.5,,1/2/2021,-0.1,10.2
2.6,276,,,6.4,-11.2,,-5.2,52.9,,1/2/2021,0.5,13
2.3,277,,,6.9,-7.4,,-2.1,46.8,,1/2/2021,2.9,12.3
1.2,278,0,,5.4,-10.1,,-4.9,66.3,,1/2/2021,1.9,10
1.2,279,0,,4,-5.5,,-2.1,56,,1/2/2021,2,9.2
2.7,281,,,6.6,-7.2,,-1.9,52.5,,1/2/2021,2.4,12.6
3,283,,,8.7,-7.1,,-2.2,51,,1/2/2021,2.6,13.8
1.6,284,0,,6.5,-7.2,,-2.6,57.1,,1/2/2021,2.3,11.6
0.8,285,,,4,-6,,-1.4,64.4,,1/2/2021,4.9,8.3
1,288,,,4,-5.5,,-1.4,52.8,,1/2/2021,4.2,6.7
2.8,289,,,7.2,-3,,-0.6,52.4,,1/2/2021,2.7,12.4
1.1,294,,,3.2,-2.6,,1,58.6,,1/2/2021,4.8,6.3
1.1,295,,,4.5,-2.7,,0.7,62.4,,1/2/2021,5.6,8.7
3.6,90,,,7.3,-5.8,,-2.5,19.4,,1/3/2021,0.7,12.5
1.1,93,,,4,-14.5,,-8.1,51.1,,1/3/2021,-0.9,6.5
1,95,,,4.2,-16,,-10,55.9,,1/3/2021,-2.8,9.4
1.1,98,,,3.9,-12.7,,-7.7,50.3,,1/3/2021,-1.5,7.5
0.8,99,,,4.3,-14.7,,-8.6,55.4,,1/3/2021,-2.3,7.3
5.2,100,,,9.8,-13.4,,-9.7,37.6,,1/3/2021,-5.8,16.3
1.2,101,,,3.4,-14.1,,-6.9,49.5,,1/3/2021,-0.5,5.7
3,102,0,6.83,8.2,-5,0,-3.2,64.4,1.8,1/3/2021,-1.5,12.9
2.2,104,,,7.8,-8.3,,-3.2,24.3,,1/3/2021,1.6,12.4
3.5,105,,,5.6,-4.8,,-1.4,26.8,,1/3/2021,2.6,11.6
2.8,106,,,6,-3.8,,-1,21.9,,1/3/2021,3.2,11.2
2,108,,,4.5,-9.1,,-5.6,45,,1/3/2021,-2,8.5
2,112,,,4.8,-7.7,,-4.9,39.4,,1/3/2021,-2.2,7.3
0.7,114,,,2.4,-10.5,,-5.6,50.5,,1/3/2021,-1,5.1
2.7,115,0.1,5.12,5.9,-1.6,0.1,-0.2,55.5,36.4,1/3/2021,2.2,12.8
1.7,119,,,4.8,-10.1,,-5.5,57.1,,1/3/2021,-0.4,8.1
1.4,121,,,3.7,-9.8,,-4.9,46.6,,1/3/2021,-0.3,8.4
0.9,127,,,2.5,-12.2,,-6.5,56.3,,1/3/2021,-1.1,4.6
1,129,,,2.8,-10.4,,-4.6,64.3,,1/3/2021,0,4.9
3.4,130,,,7.1,-5.1,,-1.3,27.3,,1/3/2021,3.8,11.1
1,131,,,2,-8.2,,-4,50.8,3,1/3/2021,-0.9,4.3
0.8,133,,,2.1,-8.5,,-4.1,63.8,2.1,1/3/2021,0,3.8
4.2,135,,,7,-7.5,,-4.4,50,,1/3/2021,-1.3,10.9
3.2,136,,,5.1,-6.9,,-3.5,36.6,,1/3/2021,1.2,9.2
2.6,137,,,4.8,-7,,-3.2,47.8,,1/3/2021,1,9.9
3,138,,,7.4,-4.1,,-0.7,33,,1/3/2021,2.9,10.9
1,140,,,2.3,-6.7,,-2.6,59,,1/3/2021,0.1,4.8
4,143,,,7.4,-4.1,,-1.3,42.5,,1/3/2021,2.1,10.3
1,146,,,2.9,-5.7,,-2.1,56,,1/3/2021,1.4,4.8
2.8,152,,,5.2,-2.9,,-0.3,32.9,,1/3/2021,3,6.6
1.9,155,,,4.2,-3.9,,-1.2,34.5,,1/3/2021,2.7,8.4
2.1,156,,,4.1,-3.5,,-0.6,54.6,3.6,1/3/2021,3.7,6.6
2.4,159,,,5.6,-2.7,,0.1,31,,1/3/2021,3.7,11.2
2.1,162,,,4.9,-2.2,,0.9,40.9,,1/3/2021,5.3,8.2
2.5,165,,,5.1,-2.7,,-0.3,60.4,,1/3/2021,1.8,6.9
5.4,168,,,11.3,-1.6,,1.4,39.1,,1/3/2021,4.8,14.8
3.8,169,,,8.2,1.1,,2.6,71.9,,1/3/2021,4.1,10.8
1.2,170,,,3.8,-1.9,,1.4,59.3,,1/3/2021,4.6,7.5
3.4,172,,,7.1,-5.6,,-2.7,64.6,,1/3/2021,0.5,12.2
2.9,174,,,5.9,-4,,-0.8,51,,1/3/2021,3.3,10.3
0.8,177,,,2.7,-9.7,,-4.6,70.4,,1/3/2021,0.1,3.9
2.5,184,,,4.6,2.7,,4.5,57,,1/3/2021,6.3,7.9
5.7,185,,,8.1,1.7,,3.5,69.4,,1/3/2021,5,10.8
2,188,,,4.2,1,,3.3,57.8,,1/3/2021,6.1,8.7
1.5,189,,,3.3,3.8,,6.3,69.3,,1/3/2021,9.1,6.1
1.1,192,,,3.7,-5,,0.1,40.9,,1/3/2021,5.7,7.6
1.1,201,,,3.2,-11.2,,-6.8,51.4,,1/3/2021,-2.2,5.5
1.4,202,,,3.6,-11.2,,-5.5,48.9,,1/3/2021,0,7.7
1,203,,,3.4,-11.8,,-5.5,49.5,,1/3/2021,0.2,7.1
2.3,211,,,4.8,-10.7,,-5.9,39.8,,1/3/2021,-1.1,9.4
1,212,,,4.2,-14.1,,-7.5,55.9,,1/3/2021,-0.9,9.3
1.6,216,,,4.3,-10.1,,-6.9,35.1,,1/3/2021,-3.8,10
2.9,217,,,9,-9.5,,-5.4,33.4,,1/3/2021,-1.1,16.8
1.1,221,,,3.7,-13.5,,-6.7,53.8,,1/3/2021,-1.7,6.4
0.8,226,,,3.6,-12.8,,-6.6,69.6,,1/3/2021,-0.8,6.6
0.9,232,,,2.6,-12.3,,-5.8,65.1,,1/3/2021,-0.2,5.4
1.1,235,,,2.3,-7.3,,-3.3,62.6,,1/3/2021,0,4.2
0.4,236,,,2.1,-10.4,,-5.1,75.9,,1/3/2021,-0.1,3.5
0.6,238,,,2.1,-11.3,,-5.4,69.6,,1/3/2021,0.2,4
0.8,239,,,2.2,-9.2,,-4.6,59.1,,1/3/2021,-1,3
0.8,243,,,2.6,-6.8,,-2.4,68.9,,1/3/2021,0.7,4.5
0.9,244,,,4.2,-9.5,,-4.1,67.6,,1/3/2021,1,8.7
1.3,245,,,2.9,-6.6,,-3,64,,1/3/2021,0.3,4.3
1.4,247,,,3.5,-7.6,,-3,66.5,,1/3/2021,2.7,7.7
1.3,248,,,4.5,-11.4,,-6.1,72.6,,1/3/2021,-0.5,7.7
1.7,251,,,3.9,-7,,-2.8,65.1,,1/3/2021,1,7.1
0.7,252,,,2.3,-5,,-2.3,62.9,,1/3/2021,1.2,5.4
1.9,253,,,5.4,-4.2,,-0.8,36.4,,1/3/2021,3.7,9.8
1.3,254,,,4.6,-7.5,,-3,72.9,,1/3/2021,2.3,9.8
2.4,255,,,4.5,-2.4,,0.5,38,,1/3/2021,4.3,8.6
2.2,257,,,4.7,-2.4,,0.9,35.3,,1/3/2021,4.7,10.4
3,258,,,6.5,-2.5,,1.1,55,,1/3/2021,4.9,10.3
2.4,259,,,5.7,-3.3,,0,60.5,,1/3/2021,3.6,8.9
1.7,260,,,4.9,-5.2,,-0.1,60,,1/3/2021,3.4,8.4
1.4,261,,,4.2,-4.6,,-1.2,67.8,,1/3/2021,3.2,6.6
1.2,262,,,4.2,-3.4,,0,55.9,,1/3/2021,4.7,7.5
1.2,263,,,3.4,-7.2,,-2,56.8,,1/3/2021,5.2,4.9
1.9,264,,,3.9,-6,,-0.7,40.6,,1/3/2021,4,7.3
1.6,266,,,4.9,-2,,1.2,39,,1/3/2021,5.3,5.7
1.8,268,,,4.4,-3.4,,0,71.6,,1/3/2021,3.2,6.6
2.3,271,,,7.2,-11.7,,-6.1,46,,1/3/2021,-1.1,13.5
6,272,,,8.5,-7.6,,-4,41.8,,1/3/2021,-1.2,14.7
3.5,273,,,6.1,-8.7,,-3.5,42.5,,1/3/2021,-0.3,12.2
3.6,276,,,7.3,-7.7,,-4.2,37,,1/3/2021,0.5,16
2.7,277,,,6.9,-7.5,,-2.3,35.9,,1/3/2021,2.8,11.6
1.1,278,,,5.4,-12.5,,-5.7,61.5,,1/3/2021,1.9,10.2
1.5,279,,,3.2,-5.3,,-1.5,44.3,,1/3/2021,2.4,8.8
2.9,281,,,5.9,-5,,-1.8,42.3,,1/3/2021,1.6,11.6
3.7,283,,,10,-6.4,,-1.6,35.6,,1/3/2021,2.1,18.4
1.3,284,,,3.9,-8.2,,-2.7,47.9,,1/3/2021,3.3,9
0.7,285,,,2.7,-7.5,,-2.5,59.3,,1/3/2021,5.4,5.3
1.4,288,,,5.5,-5.5,,-0.6,36.5,,1/3/2021,3.7,10.3
2.9,289,,,6.8,-3.8,,-0.5,38.3,,1/3/2021,3.9,12.2
1.1,294,,,3.2,-2.9,,0.5,45.1,,1/3/2021,3.4,6.3
0.5,295,,,1.8,-2.6,,0.4,51.3,,1/3/2021,4.8,3.9
2.7,90,,,5.5,-4.2,,-0.9,25.1,,1/4/2021,3.2,8.7
0.6,93,0.4,3.17,2.6,-14.5,0.8,-6.4,58.5,0.8,1/4/2021,-0.7,3.7
0.6,95,0.1,,4.2,-16,,-7.4,60.4,,1/4/2021,-0.7,6.3
0.9,98,0.5,,2.4,-12.9,,-5.7,58,,1/4/2021,0.6,5.2
0.9,99,0.4,,2.6,-14.4,,-6.5,58.6,,1/4/2021,-0.3,4.7
3.5,100,0,,7.1,-14.4,,-7.1,52.3,,1/4/2021,-1.1,11.5
0.7,101,0.6,,2.9,-12.8,,-5.6,58.9,,1/4/2021,0.6,4.6
4.1,102,4.7,13.25,7.4,-3.5,4.7,-2.1,80,5.2,1/4/2021,-0.6,11.2
1.4,104,,,3.2,-6.9,,-0.6,32.9,,1/4/2021,4.4,5.4
2.2,105,,,4.2,-3.4,,1.1,33.1,,1/4/2021,6.5,9
1.8,106,,,4.5,-3.2,,0.8,29.6,,1/4/2021,5.5,7.9
1.7,108,0,2.33,3.2,-8.4,0,-3.5,51.4,0,1/4/2021,0.3,5.6
2.4,112,0,2.42,5.2,-6.8,,-3,44.8,,1/4/2021,0.3,8.5
0.5,114,0,,1.7,-11.2,,-3.9,50.8,,1/4/2021,1.5,2.7
2.7,115,,,6.9,-0.5,,1.1,54.9,30.4,1/4/2021,4.4,13
1.2,119,0,2.68,2.6,-10.4,0.1,-3.6,68,0.1,1/4/2021,0.6,5
0.6,121,,,2.6,-11.4,,-3.4,53.6,,1/4/2021,2.9,3.9
0.6,127,,,1.5,-12.4,,-5,57.5,,1/4/2021,1.5,2.5
1.4,129,0.3,,4.4,-9.1,,-2.5,66.1,,1/4/2021,1.7,6.2
2.6,130,,,6.1,-3,,0.9,30.3,,1/4/2021,6.6,8.3
0.7,131,0,0.5,2.3,-8.9,,-2.8,59.6,2.5,1/4/2021,1.9,3.9
0.7,133,,,2.3,-8.4,,-2.8,67.6,,1/4/2021,2.5,4.2
2.1,135,,,5.2,-9.7,,-3.7,60.9,,1/4/2021,1.8,7.8
0.8,136,,,2.9,-10.2,,-3.3,48.4,,1/4/2021,3.2,4.8
1.5,137,,,3.9,-7.4,,-2,59.8,,1/4/2021,4,6.8
2.5,138,,,5.7,-2.9,,1,42.8,,1/4/2021,6.2,8.1
1.1,140,,,2.7,-5.8,,-1,64.8,,1/4/2021,3.4,5.6
1.4,143,,,4.4,-5.8,,-0.3,51.8,,1/4/2021,5.5,6.1
0.9,146,,,2.4,-6,,-0.2,64,,1/4/2021,5,4.8
2,152,,,4.6,-4.3,,0.8,47,,1/4/2021,6.5,6.5
0.9,155,,,2.6,-4.7,,0.2,48.6,,1/4/2021,6.3,4.9
0.7,156,,,2.2,-3.6,,1.2,71.8,2.9,1/4/2021,6.9,4.1
2.2,159,,,5,-2.2,,3,40.9,,1/4/2021,9,7.7
1.5,162,,,3.7,-1.6,,2.4,54.8,,1/4/2021,8.2,5
2.1,165,,,4,-2.1,,2.5,61,,1/4/2021,7.6,5.5
2.1,168,,,6.3,-0.7,,3.1,50.8,,1/4/2021,7.5,8.1
3.2,169,0,0.38,6.8,1.5,,5.6,78.1,,1/4/2021,9.5,8.6
0.8,170,,,1.9,-2.2,,3.3,64.9,,1/4/2021,7.9,2.9
