avgWs,stnId,sumRn,sumRnDur,maxWs,minTa,ddMefs,avgTa,avgRhm,ddMes,tm,maxTa,maxInsWs
0.6,114,,,2.3,-7.9,,-3.9,46.6,,1/3/2018,0.2,4.2
3.8,115,3.8,16.87,9.1,-1,3.6,-0.2,73.5,3.6,1/3/2018,1.4,15.6
2.2,119,,,4,-6.9,,-3.5,44.4,,1/3/2018,1.6,6.4
0.8,121,,,2.6,-9.5,,-4.2,53.4,,1/3/2018,1.1,5.2
1.5,127,,,3.1,-9.6,,-4.3,46.3,,1/3/2018,0.4,5
2.2,129,,,5.1,,,,,,1/3/2018,-0.2,7.7
2.2,130,,,3.9,-3.6,,0,35.9,,1/3/2018,4.7,6.8
1.8,131,,,3.7,-5,,-2.6,46.3,,1/3/2018,1.2,6.7
1.4,133,,,3.8,-6,,-2.4,53.1,,1/3/2018,2.7,7.3
4.9,135,,,7.8,-5.7,,-3.1,41.3,,1/3/2018,0.3,12.1
1.9,136,,,4.5,-6.2,,-2.1,36.9,,1/3/2018,3.4,8
3.1,137,,,4.6,-4.7,,-1.7,37.9,,1/3/2018,2.6,8.4
2.7,138,,,4.2,-1.9,,1.1,34.8,,1/3/2018,5.8,7.6
2.5,140,,,6.1,-5.5,,-1.6,64.3,,1/3/2018,2.6,8.4
2.9,143,,,5.2,-2.9,,0.3,30,,1/3/2018,4,8.6
1.6,146,,,4.1,-4.1,,-1.7,57.9,,1/3/2018,1.6,5.6
2.7,152,,,5.1,-2,,0.9,28.8,,1/3/2018,5.2,8.6
2.1,155,,,5.1,-1,,1.5,26.6,,1/3/2018,4.7,9
1.7,156,,,3.3,-2.5,,0.2,52.6,,1/3/2018,3.8,7
2.8,159,,,7.6,-0.2,,2.6,24.5,,1/3/2018,6.9,11.2
2.4,162,,,4.9,-0.1,,3.1,33.9,,1/3/2018,7.8,8.7
6.4,165,,,11,-0.4,,1,74.1,,1/3/2018,2.5,15
6.8,168,,,9.9,-0.2,,2,38.1,,1/3/2018,5.4,14
9.8,169,,,12.1,1.3,,2.3,74.8,,1/3/2018,3.4,15.8
3,170,,,5.6,0.2,,1.9,61.3,,1/3/2018,4.8,9.7
3.8,172,,,7.7,-3.6,,-0.9,71.4,,1/3/2018,2.2,10.2
3.6,174,,,6.3,-3.3,,-1,51.6,,1/3/2018,3.3,9.9
1.3,177,,,3.3,-6.7,,-2.5,69,,1/3/2018,1,5.6
3.4,184,,,6,3.5,,5,60.3,,1/3/2018,8.4,10.6
9.5,185,,,11.8,3.4,,4.7,71.8,,1/3/2018,8.6,17.8
3.2,188,,,6.9,2.4,,4.2,58.1,,1/3/2018,7.2,12.1
1.6,189,,,3.8,7,,8.6,64.3,,1/3/2018,11.3,6.4
1.5,192,,,3.6,-3.3,,2,26.5,,1/3/2018,6.9,7.8
1.8,201,,,4.7,-10,,-5,45.4,,1/3/2018,-0.8,8
2.3,202,,,3.9,-7.7,,-3.6,37.4,,1/3/2018,0.8,7.4
1.9,203,,,3.6,-7.7,,-4,39.9,,1/3/2018,1.4,6.3
1.1,211,,,4.2,-12.7,,-7.5,55.4,,1/3/2018,-0.6,7
0.6,212,,,2.2,-12.3,,-6.7,60.6,,1/3/2018,0.7,3.8
1,216,,,3,-12.4,,-6.9,44.1,,1/3/2018,-0.3,7.3
0.9,217,,,3.3,-10.8,,-6,48.1,,1/3/2018,0.7,5.6
1.7,221,,,4.6,-12.5,,-6.5,53,,1/3/2018,-0.6,7.3
1.9,226,,,4.6,-8.9,,-3.7,54.1,,1/3/2018,1.3,7.1
1.7,232,,,3.5,-7.2,,-3.2,50.3,,1/3/2018,0.7,6.9
1.2,235,,,3.5,-5.3,,-2,64.4,,1/3/2018,2.1,5.6
1.7,236,,,4.1,-7,,-1.8,55.9,,1/3/2018,2.9,7.3
1.2,238,,,3.5,-8,,-3.6,55.4,,1/3/2018,1.2,6.2
1.7,243,,,4.5,-4.8,,-1.3,63,,1/3/2018,2.2,7.6
1.3,244,,,3.3,-7.2,,-3,58.5,,1/3/2018,1.7,6.2
1.7,245,,,4.1,-5.5,,-2.1,65.3,,1/3/2018,1.4,7.9
1.3,247,,,3.3,-6.3,,-1.9,50.1,,1/3/2018,2.3,7.2
2,248,,,4.6,-9,,-4.2,58.6,,1/3/2018,0.8,7.8
2,251,,,4.8,-4.9,,-1.5,59.4,,1/3/2018,1.7,8.9
3.2,252,,,6.3,-4.6,,-1.3,63.1,,1/3/2018,1.3,11.8
2.7,253,,,5.6,-1.9,,1.2,29.1,,1/3/2018,6.2,8.9
2.3,254,,,5.9,-5.1,,-1.3,55,,1/3/2018,1.7,10.2
2.2,255,,,3.9,-1.3,,1.8,27,,1/3/2018,5.6,7.1
2.2,257,,,5.2,-1.1,,2.6,28.8,,1/3/2018,7,8.8
2.6,258,,,5.4,-2,,1,48.3,,1/3/2018,5.5,10.1
3,259,,,5.8,-1.1,,1.1,54.3,,1/3/2018,4.8,9.7
3.2,260,,,6.1,-1.6,,0.9,54.9,,1/3/2018,4.3,9.9
2.5,261,,,5.3,-1.7,,0.2,56.9,,1/3/2018,3.7,11
2.4,262,,,5.1,-1.7,,0.9,49.6,,1/3/2018,5,7.6
1.1,263,,,3.7,-6,,-0.3,47.8,,1/3/2018,7.6,4.5
2.7,264,,,5.5,-4.8,,-0.1,49.1,,1/3/2018,4.1,9.6
3.2,266,,,5.8,-1.4,,1.2,41.6,,1/3/2018,5.5,6.7
5.2,268,,,7.5,0.7,,2.1,63.6,,1/3/2018,3.6,12.1
1.6,271,,,4.9,-11.8,,-4.7,41.6,,1/3/2018,2.5,9
5.6,272,,,7.3,-5.9,,-2.9,37.6,,1/3/2018,0.4,10.6
2.9,273,,,6.6,-6.1,,-2.3,31.1,,1/3/2018,2.3,10
1.5,276,,,4.6,-9.7,,-4.2,45,,1/3/2018,2.2,5.4
3.4,277,,,5.3,-3.3,,0.1,25.3,,1/3/2018,4,10.2
1.4,278,,,3.8,-10.3,,-3.7,45.5,,1/3/2018,4.6,6.4
1.7,279,,,3.6,-3.8,,-0.4,39.3,,1/3/2018,3.7,7.2
2.5,281,,,5.1,-3.4,,-0.3,29.9,,1/3/2018,4.5,7.9
3.3,283,,,6.8,-2.6,,0.5,33,,1/3/2018,4.7,13.3
1.9,284,,,5.3,-7.1,,-1.4,41.3,,1/3/2018,4.2,7.6
1,285,,,2.8,-7.3,,-1.3,47.4,,1/3/2018,6,5.5
1.6,288,,,4.1,-5.2,,0.8,28.3,,1/3/2018,5.6,7.8
2.7,289,,,5.2,-2.4,,0.7,34.6,,1/3/2018,4.9,8.8
1.8,294,,,3.7,0.4,,2.8,28.1,,1/3/2018,7,6.2
1,295,,,2,-2,,2.1,42.4,,1/3/2018,6.7,4.3
1.5,90,,,3.3,-5.7,,-1,53.3,,1/4/2018,2.2,5.5
0.6,93,,,2.4,-13.6,,-6.5,67.1,,1/4/2018,-0.3,3.4
0.4,95,,,1.8,-14.8,,-8.1,65.6,,1/4/2018,-1.8,3.4
1.1,98,,,2.1,-11.8,,-6.1,51.5,,1/4/2018,-0.6,3.9
0.9,99,,,2.8,-14.2,,-8,64,,1/4/2018,-2.5,4.7
1.1,100,,,3.8,-18.5,,-9,71.5,,1/4/2018,-1.3,5.6
0.6,101,,,1.6,-11.7,,-6.1,68.8,,1/4/2018,-0.8,3
2.5,102,,,5.6,-4.5,,-3.9,64.6,,1/4/2018,-2.6,11.1
1.5,104,0,0.33,3.2,-4.7,,-0.2,56.6,,1/4/2018,3.3,5.7
2.6,105,,,5.1,-4.5,,0.1,44.6,,1/4/2018,4.4,8
1.9,106,,,5.8,-2.7,,1.3,49.6,,1/4/2018,4.6,8.6
1.4,108,,,3.5,-8.7,,-4.7,43,,1/4/2018,-0.7,5.8
3.2,112,,,5.9,-7.6,,-5,47.1,,1/4/2018,-3.2,8.1
0.3,114,,,1.2,-9.6,,-4.5,54.5,,1/4/2018,-0.7,2.1
4.3,115,5,6.12,7.6,-0.6,5.3,0.4,72.3,8.7,1/4/2018,2.1,10.9
1.2,119,,,2.8,-7.8,,-3.9,48.6,,1/4/2018,-0.3,4.2
0.2,121,,,1.6,-11.1,,-4.6,61,,1/4/2018,0.7,2.5
0.7,127,,,2.1,-10.1,,-5.3,58.9,,1/4/2018,-0.5,3.9
1.2,129,,,3.6,-6.9,,-3.9,62.5,,1/4/2018,-1,6.4
2.2,130,,,3.9,-4.6,,0.5,47.4,,1/4/2018,5.5,7
1.5,131,,,3.5,-6.2,,-3.2,47.3,,1/4/2018,-0.9,5.6
1,133,,,2.1,-6.3,,-2.9,55.5,,1/4/2018,-0.2,4.9
3.2,135,,,6.8,-6.3,,-2.8,50.5,,1/4/2018,0.9,9
0.7,136,,,2.1,-9.1,,-2.5,46.8,,1/4/2018,3.6,4.3
1.6,137,,,5.1,-5.4,,-1.5,44.5,,1/4/2018,2.4,7.5
2.2,138,,,4.4,-3.1,,1.8,48.1,,1/4/2018,6.5,8.1
1.2,140,,,3.8,-4.4,,-2,62.6,,1/4/2018,0.2,5.3
1.7,143,,,4.3,-3.3,,0.6,38.5,,1/4/2018,4.8,7.1
1.3,146,,,2.9,-4.3,,-2.1,59.3,,1/4/2018,0.8,4.1
2.2,152,,,4.3,-3.1,,1.4,41.9,,1/4/2018,6.3,7.4
2.2,155,,,6,-2.5,,1.3,32.1,,1/4/2018,4.8,10.1
1.3,156,,,2.8,-2.3,,-0.6,54.5,,1/4/2018,2.1,5.6
2.3,159,,,8.1,-1.7,,2.8,38.3,,1/4/2018,7.7,12.3
2.6,162,,,8.3,-0.8,,2.4,38.6,,1/4/2018,5.6,11.9
5,165,,,8.4,-1,,-0.4,77.5,,1/4/2018,0.6,13.1
3.2,168,,,8.5,-1.1,,1.8,47.5,,1/4/2018,4.9,11.8
7.9,169,,,10.9,1.1,,1.6,82.3,,1/4/2018,2.3,14.3
2.2,170,,,4.8,-0.1,,1.4,62.4,,1/4/2018,4.4,8.4
3.2,172,,,6.2,-3.1,,-1.8,70.8,,1/4/2018,-0.1,8
2.6,174,,,4.9,-3.6,,-0.9,52.9,,1/4/2018,2.6,8.3
1.2,177,,,3.3,-6.5,,-3.5,66.6,,1/4/2018,-1.2,5.4
2.6,184,0.6,2.62,5.5,2.4,,3.9,70,,1/4/2018,4.6,9.4
7.7,185,2.2,,10.6,1.6,,3.7,78.8,,1/4/2018,4.7,16.2
2.9,188,0.4,,4.6,2,,3.2,67.3,,1/4/2018,4.6,10.9
1.5,189,3.3,,3.5,5.1,,7.5,77.6,,1/4/2018,9.3,7.6
1,192,,,2.3,-2.3,,1.4,32.1,,1/4/2018,5.6,4.6
1.3,201,,,3.1,-9.7,,-5.9,46.5,,1/4/2018,-3.2,6.9
0.9,202,,,2.1,-10.8,,-5,54.4,,1/4/2018,-0.8,3.7
0.9,203,,,2.3,-11.1,,-5.2,51.6,,1/4/2018,-1.4,3.9
0.9,211,,,2.8,-13.9,,-6.4,56.5,,1/4/2018,0.7,4.6
0.4,212,,,1.3,-14,,-7.3,64.1,,1/4/2018,-1.1,2.5
0.8,216,,,3.9,-12.9,,-5.9,57.4,,1/4/2018,0.7,5.2
0.6,217,,,2.3,-12.3,,-5.7,56.5,,1/4/2018,1.1,3.6
